i;j;z_m;y_m;n_tubi;T_gas_C;p_gas_bar;v_gas_ms;Re_gas;h_conv_Wm2K;h_rad_Wm2K;eps_gas;x_in;x_out;alpha;G_cross_kgm2s;v_cross_ms;h_boil_Wm2K;U_o_Wm2K;q_lin_Wm;q_int_kWm2;q_est_kWm2;T_met_int_C;T_met_mid_C;T_met_est_C;T_met_media_spessore_C;T_parete_bollente_C;dT_superheat_K;dT_deposito_K;dT_met_sat_K;q_CHF_loc_kWm2;DNBR;ferrula
52;10;2.578;0.6417;66.6;654.00;34.6966;17.244;109753;988.9;15.86;0.1515;0.08064;0.08785;0.3765;521.04;1.366;22503.5;484.3;19171.2;190.70;160.17;368.85;361.33;354.43;361.22;330.41;7.117;24.03;31.14;287;1.79;0
52;11;2.578;0.7843;38.2;653.06;34.6966;17.227;109841;988.6;15.81;0.1516;0.08785;0.09199;0.4078;906.71;2.445;25155.6;485.3;19157.3;190.56;160.05;368.06;360.55;353.66;360.44;329.65;6.362;24.01;30.37;285;1.78;0
53;0;2.698;-0.7843;38.2;643.50;34.6957;17.049;110745;979.0;15.55;0.1523;0.00000;0.00414;0.0157;873.23;1.349;22326.9;481.4;18451.4;183.54;154.15;367.18;359.95;353.32;359.85;330.20;6.904;23.12;30.03;313;2.03;0
53;1;2.698;-0.6417;66.6;643.69;34.6957;17.052;110727;979.4;15.55;0.1523;0.00414;0.01136;0.0527;501.80;0.813;24024.0;482.3;18495.3;183.98;154.52;366.80;359.55;352.90;359.45;329.72;6.432;23.18;29.61;311;2.01;0
53;2;2.698;-0.4991;82.0;643.45;34.6957;17.048;110750;979.6;15.53;0.1523;0.01136;0.02027;0.0986;407.27;0.703;26023.8;483.1;18511.6;184.14;154.66;366.34;359.08;352.43;358.98;329.23;5.943;23.20;29.14;308;1.99;0
53;3;2.698;-0.3565;91.9;643.25;34.6957;17.044;110769;979.7;15.51;0.1523;0.02027;0.03025;0.1459;363.55;0.672;27761.3;483.6;18522.7;184.25;154.75;365.99;358.73;352.08;358.63;328.87;5.574;23.21;28.79;305;1.97;0
53;4;2.698;-0.2139;76.9;643.58;34.6957;17.050;110737;979.5;15.54;0.1523;0.03025;0.03860;0.1939;434.16;0.855;25046.2;482.7;18505.3;184.08;154.60;366.56;359.30;352.65;359.20;329.46;6.173;23.19;29.36;302;1.95;0
53;5;2.698;-0.0713;68.4;643.73;34.6957;17.053;110723;979.4;15.55;0.1523;0.03860;0.04602;0.2316;488.10;1.011;23477.0;482.0;18488.6;183.91;154.47;366.93;359.68;353.04;359.58;329.87;6.579;23.17;29.75;300;1.94;0
53;6;2.698;0.0713;68.4;643.75;34.6957;17.053;110721;979.3;15.55;0.1523;0.04602;0.05344;0.2614;488.10;1.059;23120.4;481.9;18483.4;183.86;154.42;367.02;359.77;353.13;359.67;329.97;6.679;23.16;29.84;297;1.93;0
53;7;2.698;0.2139;76.9;643.73;34.6957;17.053;110723;979.4;15.55;0.1523;0.05344;0.06178;0.2866;434.16;0.987;23510.2;482.1;18489.1;183.91;154.47;366.92;359.67;353.03;359.57;329.86;6.570;23.17;29.74;295;1.91;0
53;8;2.698;0.3565;91.9;643.65;34.6957;17.051;110731;979.5;15.54;0.1523;0.06178;0.07175;0.3103;363.55;0.870;24600.5;482.5;18502.4;184.05;154.58;366.66;359.41;352.76;359.31;329.57;6.284;23.19;29.47;292;1.89;0
53;9;2.698;0.4991;82.0;643.75;34.6957;17.053;110721;979.3;15.55;0.1523;0.07175;0.08065;0.3440;407.27;1.025;23140.4;481.9;18483.7;183.86;154.42;367.02;359.77;353.13;359.67;329.96;6.673;23.16;29.84;289;1.87;0
53;10;2.698;0.6417;66.6;643.69;34.6957;17.052;110728;979.1;15.56;0.1523;0.08065;0.08785;0.3752;501.80;1.316;22270.7;481.4;18462.4;183.65;154.25;367.23;359.99;353.35;359.89;330.22;6.926;23.14;30.06;287;1.86;0
53;11;2.698;0.7843;38.2;642.75;34.6957;17.035;110817;978.8;15.51;0.1524;0.08785;0.09199;0.4069;873.23;2.354;24650.3;482.3;18443.9;183.47;154.09;366.51;359.28;352.66;359.18;329.54;6.251;23.11;29.36;285;1.85;0
54;0;2.824;-0.7843;38.2;633.15;34.6947;16.856;111746;969.2;15.25;0.1531;0.00000;0.00414;0.0156;839.94;1.298;22026.4;478.5;17745.8;176.52;148.26;365.59;358.63;352.26;358.54;330.02;6.731;22.24;28.97;313;2.11;0
54;1;2.824;-0.6417;66.6;633.31;34.6947;16.859;111730;969.7;15.25;0.1531;0.00414;0.01136;0.0524;482.67;0.782;23919.6;479.4;17790.7;176.97;148.63;365.16;358.19;351.80;358.09;329.50;6.214;22.30;28.51;311;2.09;0
54;2;2.824;-0.4991;82.0;633.06;34.6947;16.854;111755;969.8;15.23;0.1531;0.01136;0.02027;0.0980;391.74;0.676;26026.6;480.2;17806.7;177.13;148.77;364.69;357.72;351.32;357.62;329.01;5.716;22.32;28.03;308;2.07;0
54;3;2.824;-0.3565;91.9;632.86;34.6947;16.850;111775;969.9;15.21;0.1531;0.02027;0.03025;0.1449;349.69;0.647;27772.5;480.8;17816.5;177.22;148.85;364.35;357.37;350.98;357.28;328.65;5.360;22.33;27.69;305;2.05;0
54;4;2.824;-0.2139;76.9;633.20;34.6947;16.857;111742;969.8;15.24;0.1531;0.03025;0.03860;0.1928;417.60;0.822;24969.4;479.9;17800.2;177.06;148.71;364.92;357.94;351.55;357.85;329.25;5.956;22.31;28.26;302;2.03;0
54;5;2.824;-0.0713;68.4;633.36;34.6947;16.860;111726;969.6;15.25;0.1531;0.03860;0.04602;0.2304;469.49;0.973;23351.6;479.2;17784.2;176.90;148.58;365.29;358.33;351.94;358.23;329.65;6.363;22.29;28.65;300;2.02;0
54;6;2.824;0.0713;68.4;633.38;34.6947;16.860;111723;969.6;15.25;0.1531;0.04602;0.05344;0.2602;469.49;1.019;22977.5;479.0;17779.1;176.85;148.54;365.39;358.42;352.04;358.32;329.76;6.464;22.28;28.75;297;2.00;0
54;7;2.824;0.2139;76.9;633.36;34.6947;16.860;111726;969.6;15.25;0.1531;0.05344;0.06178;0.2852;417.60;0.949;23271.5;479.1;17782.7;176.89;148.57;365.31;358.35;351.96;358.25;329.67;6.384;22.29;28.67;295;1.98;0
54;8;2.824;0.3565;91.9;633.27;34.6947;16.858;111735;969.8;15.24;0.1531;0.06178;0.07175;0.3085;349.69;0.837;24570.2;479.7;17798.2;177.04;148.70;365.01;358.04;351.65;357.94;329.34;6.052;22.30;28.36;292;1.96;0
54;9;2.824;0.4991;82.0;633.38;34.6947;16.860;111724;969.6;15.25;0.1531;0.07175;0.08065;0.3424;391.74;0.986;23075.7;479.1;17780.8;176.87;148.55;365.36;358.40;352.01;358.30;329.73;6.438;22.28;28.72;289;1.94;0
54;10;2.824;0.6417;66.6;633.33;34.6947;16.859;111729;969.4;15.26;0.1531;0.08065;0.08786;0.3737;482.67;1.265;22041.3;478.5;17757.8;176.64;148.36;365.61;358.65;352.28;358.56;330.02;6.731;22.25;28.98;287;1.93;0
54;11;2.824;0.7843;38.2;632.40;34.6947;16.842;111820;969.0;15.22;0.1532;0.08786;0.09199;0.4060;839.94;2.265;24147.0;479.3;17734.7;176.41;148.17;364.97;358.02;351.65;357.92;329.43;6.136;22.22;28.36;285;1.93;0
55;0;2.955;-0.7843;38.2;622.76;34.6937;16.662;112774;959.5;14.96;0.1539;0.00000;0.00414;0.0156;806.87;1.247;21729.6;475.5;17045.3;169.55;142.41;364.00;357.32;351.21;357.23;329.84;6.554;21.36;27.91;313;2.20;0
55;1;2.955;-0.6417;66.6;622.90;34.6937;16.664;112761;960.0;14.95;0.1539;0.00414;0.01136;0.0520;463.66;0.751;23817.4;476.6;17090.8;170.00;142.79;363.53;356.84;350.70;356.74;329.29;5.995;21.42;27.41;311;2.18;0
55;2;2.955;-0.4991;82.0;622.64;34.6937;16.660;112787;960.2;14.93;0.1539;0.01136;0.02027;0.0973;376.32;0.649;26028.2;477.4;17106.3;170.16;142.92;363.05;356.36;350.22;356.26;328.78;5.491;21.44;26.93;308;2.15;0
55;3;2.955;-0.3565;91.9;622.43;34.6937;16.656;112808;960.2;14.92;0.1539;0.02027;0.03025;0.1438;335.92;0.621;27780.5;478.0;17114.7;170.24;142.99;362.73;356.03;349.89;355.93;328.44;5.147;21.45;26.59;305;2.13;0
55;4;2.955;-0.2139;76.9;622.78;34.6937;16.662;112773;960.1;14.94;0.1539;0.03025;0.03860;0.1917;401.16;0.790;24821.9;477.0;17098.4;170.08;142.85;363.31;356.61;350.47;356.52;329.05;5.755;21.43;27.18;302;2.11;0
55;5;2.955;-0.0713;68.4;622.95;34.6937;16.665;112756;960.0;14.96;0.1539;0.03860;0.04602;0.2292;451.01;0.935;23229.0;476.3;17084.4;169.94;142.73;363.67;356.98;350.85;356.89;329.44;6.145;21.41;27.55;300;2.10;0
55;6;2.955;0.0713;68.4;622.98;34.6937;16.666;112753;959.9;14.96;0.1539;0.04602;0.05344;0.2589;451.01;0.978;22837.6;476.1;17079.4;169.89;142.69;363.76;357.07;350.94;356.98;329.54;6.248;21.40;27.65;297;2.08;0
55;7;2.955;0.2139;76.9;622.95;34.6937;16.665;112756;960.0;14.96;0.1539;0.05344;0.06178;0.2837;401.16;0.912;23224.2;476.3;17084.2;169.94;142.73;363.67;356.98;350.85;356.89;329.44;6.146;21.41;27.56;295;2.06;0
55;8;2.955;0.3565;91.9;622.85;34.6937;16.663;112766;960.1;14.95;0.1539;0.06178;0.07176;0.3067;335.92;0.804;24540.3;476.9;17098.6;170.08;142.85;363.37;356.68;350.54;356.58;329.11;5.821;21.43;27.25;292;2.04;0
55;9;2.955;0.4991;82.0;622.98;34.6937;16.666;112753;959.9;14.96;0.1539;0.07176;0.08065;0.3406;376.32;0.947;23012.1;476.2;17082.2;169.92;142.72;363.72;357.03;350.90;356.94;329.49;6.202;21.41;27.61;289;2.02;0
55;10;2.955;0.6417;66.6;622.94;34.6937;16.665;112757;959.7;14.96;0.1539;0.08065;0.08786;0.3722;463.66;1.216;21815.7;475.6;17058.1;169.68;142.51;364.00;357.32;351.20;357.23;329.82;6.533;21.38;27.91;287;2.01;0
55;11;2.955;0.7843;38.2;622.02;34.6938;16.648;112849;959.3;14.93;0.1540;0.08786;0.09199;0.4050;806.87;2.175;23646.6;476.3;17030.8;169.41;142.29;363.43;356.76;350.65;356.67;329.31;6.017;21.34;27.36;285;2.00;0
56;0;3.092;-0.7843;38.2;612.36;34.6927;16.468;113829;949.9;14.67;0.1547;0.00000;0.00414;0.0155;774.08;1.196;21437.0;472.6;16350.5;162.64;136.60;362.42;356.02;350.15;355.93;329.66;6.372;20.49;26.86;313;2.29;0
56;1;3.092;-0.6417;66.6;612.47;34.6927;16.470;113818;950.4;14.66;0.1547;0.00414;0.01136;0.0517;444.82;0.720;23717.1;473.7;16396.2;163.10;136.98;361.91;355.50;349.61;355.41;329.07;5.776;20.55;26.32;311;2.27;0
56;2;3.092;-0.4991;82.0;612.20;34.6927;16.465;113846;950.5;14.64;0.1547;0.01136;0.02027;0.0965;361.03;0.623;26027.6;474.6;16411.2;163.25;137.11;361.43;355.01;349.13;354.92;328.56;5.268;20.57;25.83;308;2.24;0
56;3;3.092;-0.3565;91.9;611.98;34.6927;16.461;113868;950.5;14.62;0.1548;0.02027;0.03025;0.1427;322.27;0.596;27784.7;475.1;16418.4;163.32;137.17;361.12;354.69;348.80;354.60;328.23;4.937;20.58;25.51;305;2.22;0
56;4;3.092;-0.2139;76.9;612.34;34.6927;16.467;113831;950.4;14.65;0.1547;0.03025;0.03860;0.1904;384.86;0.758;24810.5;474.1;16404.3;163.18;137.05;361.68;355.26;349.37;355.17;328.81;5.524;20.56;26.08;302;2.20;0
56;5;3.092;-0.0713;68.4;612.52;34.6927;16.471;113812;950.3;14.66;0.1547;0.03860;0.04602;0.2280;432.68;0.897;23109.2;473.4;16390.3;163.04;136.93;362.05;355.64;349.76;355.55;329.22;5.926;20.54;26.47;300;2.19;0
56;6;3.092;0.0713;68.4;612.55;34.6927;16.471;113809;950.3;14.66;0.1547;0.04602;0.05344;0.2575;432.68;0.939;22700.9;473.3;16385.5;162.99;136.89;362.15;355.73;349.86;355.64;329.32;6.030;20.53;26.56;297;2.17;0
56;7;3.092;0.2139;76.9;612.52;34.6927;16.471;113812;950.3;14.66;0.1547;0.05344;0.06178;0.2821;384.86;0.875;23177.8;473.5;16391.3;163.05;136.94;362.04;355.62;349.74;355.53;329.20;5.908;20.54;26.45;295;2.15;0
56;8;3.092;0.3565;91.9;612.41;34.6927;16.469;113824;950.5;14.65;0.1547;0.06178;0.07176;0.3048;322.27;0.771;24510.2;474.0;16404.5;163.18;137.05;361.74;355.32;349.44;355.24;328.88;5.592;20.56;26.15;292;2.13;0
56;9;3.092;0.4991;82.0;612.55;34.6927;16.471;113810;950.3;14.66;0.1547;0.07176;0.08065;0.3387;361.03;0.908;22949.7;473.4;16389.3;163.03;136.93;362.09;355.68;349.80;355.59;329.26;5.966;20.54;26.51;289;2.11;0
56;10;3.092;0.6417;66.6;612.52;34.6927;16.471;113812;950.1;14.67;0.1547;0.08065;0.08786;0.3705;444.82;1.166;21594.0;472.7;16364.0;162.78;136.71;362.41;356.00;350.13;355.91;329.62;6.331;20.51;26.84;287;2.10;0
56;11;3.092;0.7843;38.2;611.62;34.6928;16.454;113905;949.6;14.64;0.1548;0.08786;0.09199;0.4040;774.08;2.087;23149.8;473.3;16332.8;162.47;136.45;361.91;355.51;349.65;355.42;329.19;5.894;20.47;26.36;285;2.09;0
57;0;3.234;-0.7843;38.2;601.95;34.6917;16.273;114910;940.3;14.38;0.1555;0.00000;0.00414;0.0154;741.57;1.146;21149.1;469.6;15662.7;155.80;130.86;360.85;354.72;349.11;354.64;329.48;6.187;19.63;25.82;313;2.39;0
57;1;3.234;-0.6417;66.6;602.03;34.6917;16.275;114902;940.8;14.37;0.1555;0.00414;0.01136;0.0513;426.14;0.690;23619.2;470.8;15708.3;156.25;131.24;360.31;354.16;348.53;354.08;328.85;5.556;19.69;25.24;311;2.37;0
57;2;3.234;-0.4991;82.0;601.75;34.6917;16.269;114931;940.9;14.35;0.1556;0.01136;0.02027;0.0957;345.86;0.597;26025.1;471.7;15722.6;156.40;131.36;359.83;353.68;348.04;353.59;328.34;5.047;19.70;24.75;308;2.34;0
57;3;3.234;-0.3565;91.9;601.53;34.6917;16.265;114954;940.9;14.33;0.1556;0.02027;0.03025;0.1415;308.74;0.571;27784.7;472.3;15728.6;156.46;131.41;359.52;353.37;347.73;353.28;328.02;4.729;19.71;24.44;305;2.32;0
57;4;3.234;-0.2139;76.9;601.90;34.6917;16.272;114915;940.9;14.36;0.1555;0.03025;0.03860;0.1891;368.70;0.726;24798.3;471.3;15716.6;156.34;131.31;360.06;353.92;348.28;353.83;328.59;5.295;19.70;24.99;302;2.30;0
57;5;3.234;-0.0713;68.4;602.09;34.6917;16.276;114895;940.7;14.37;0.1555;0.03860;0.04602;0.2266;414.51;0.859;22874.5;470.5;15700.9;156.18;131.17;360.47;354.33;348.70;354.25;329.03;5.735;19.68;25.41;300;2.28;0
57;6;3.234;0.0713;68.4;602.12;34.6917;16.276;114892;940.7;14.37;0.1555;0.04602;0.05344;0.2560;414.51;0.899;22457.6;470.3;15696.3;156.13;131.14;360.57;354.43;348.80;354.34;329.13;5.839;19.67;25.51;297;2.27;0
57;7;3.234;0.2139;76.9;602.08;34.6917;16.276;114896;940.8;14.37;0.1555;0.05344;0.06178;0.2803;368.70;0.838;23132.5;470.6;15704.7;156.22;131.21;360.42;354.27;348.64;354.19;328.96;5.672;19.68;25.35;295;2.25;0
57;8;3.234;0.3565;91.9;601.97;34.6917;16.274;114908;940.9;14.36;0.1555;0.06178;0.07176;0.3027;308.74;0.739;24480.0;471.2;15716.7;156.34;131.31;360.13;353.98;348.35;353.90;328.65;5.364;19.70;25.06;292;2.22;0
57;9;3.234;0.4991;82.0;602.11;34.6917;16.276;114893;940.7;14.37;0.1555;0.07176;0.08065;0.3367;345.86;0.870;22888.7;470.5;15702.7;156.20;131.19;360.47;354.33;348.70;354.25;329.02;5.732;19.68;25.41;289;2.20;0
57;10;3.234;0.6417;66.6;602.10;34.6917;16.276;114894;940.5;14.38;0.1555;0.08065;0.08786;0.3688;426.14;1.117;21262.1;469.7;15674.7;155.92;130.96;360.85;354.71;349.09;354.63;329.45;6.159;19.64;25.80;287;2.19;0
57;11;3.234;0.7843;38.2;601.22;34.6917;16.260;114986;940.0;14.35;0.1556;0.08786;0.09199;0.4028;741.57;1.999;22657.2;470.2;15642.1;155.60;130.68;360.39;354.27;348.66;354.18;329.06;5.768;19.60;25.37;285;2.18;0
58;0;3.382;-0.7843;38.2;591.54;34.6907;16.079;116017;930.8;14.09;0.1564;0.00000;0.00414;0.0153;709.45;1.096;20866.3;466.6;14982.7;149.04;125.17;359.30;353.44;348.07;353.35;329.29;5.999;18.78;24.77;313;2.50;0
58;1;3.382;-0.6417;66.6;591.59;34.6907;16.080;116011;931.3;14.08;0.1564;0.00414;0.01136;0.0509;407.68;0.660;23522.5;467.9;15027.8;149.48;125.55;358.72;352.85;347.46;352.76;328.63;5.337;18.83;24.17;311;2.47;0
58;2;3.382;-0.4991;82.0;591.30;34.6907;16.074;116042;931.4;14.06;0.1564;0.01136;0.02027;0.0949;330.88;0.571;26018.7;468.9;15041.2;149.62;125.66;358.24;352.36;346.97;352.28;328.12;4.830;18.85;23.68;308;2.45;0
58;3;3.382;-0.3565;91.9;591.08;34.6907;16.070;116066;931.4;14.05;0.1564;0.02027;0.03025;0.1402;295.36;0.546;27778.2;469.4;15045.9;149.66;125.70;357.94;352.06;346.67;351.98;327.82;4.525;18.86;23.38;305;2.42;0
58;4;3.382;-0.2139;76.9;591.46;34.6907;16.077;116026;931.3;14.07;0.1564;0.03025;0.03860;0.1877;352.73;0.694;24783.9;468.4;15036.0;149.57;125.62;358.47;352.59;347.20;352.51;328.36;5.069;18.84;23.91;302;2.40;0
58;5;3.382;-0.0713;68.4;591.66;34.6907;16.081;116004;931.2;14.08;0.1563;0.03860;0.04602;0.2251;396.55;0.822;22834.0;467.7;15022.0;149.43;125.50;358.87;353.00;347.61;352.91;328.79;5.496;18.83;24.32;300;2.39;0
58;6;3.382;0.0713;68.4;591.69;34.6907;16.082;116000;931.2;14.09;0.1563;0.04602;0.05344;0.2545;396.55;0.860;22404.4;467.5;15017.6;149.38;125.47;358.97;353.09;347.71;353.01;328.89;5.600;18.82;24.42;297;2.37;0
58;7;3.382;0.2139;76.9;591.65;34.6907;16.081;116005;931.2;14.08;0.1563;0.05344;0.06178;0.2785;352.73;0.802;23087.1;467.8;15025.4;149.46;125.53;358.82;352.94;347.56;352.86;328.73;5.437;18.83;24.27;295;2.35;0
58;8;3.382;0.3565;91.9;591.52;34.6907;16.079;116018;931.3;14.07;0.1564;0.06178;0.07176;0.3005;295.36;0.707;24448.3;468.3;15036.0;149.57;125.62;358.54;352.66;347.27;352.58;328.43;5.138;18.84;23.98;292;2.32;0
58;9;3.382;0.4991;82.0;591.68;34.6907;16.081;116002;931.2;14.08;0.1563;0.07176;0.08065;0.3346;330.88;0.833;22828.1;467.7;15023.4;149.44;125.51;358.87;353.00;347.62;352.92;328.79;5.498;18.83;24.33;289;2.30;0
58;10;3.382;0.6417;66.6;591.69;34.6907;16.082;116001;931.0;14.09;0.1563;0.08065;0.08786;0.3669;407.68;1.069;21143.3;466.8;14996.8;149.18;125.29;359.25;353.39;348.01;353.30;329.22;5.926;18.79;24.72;287;2.29;0
58;11;3.382;0.7843;38.2;590.83;34.6907;16.065;116093;930.5;14.06;0.1564;0.08786;0.09199;0.4016;709.45;1.913;22170.1;467.1;14959.3;148.80;124.98;358.89;353.04;347.67;352.96;328.93;5.637;18.75;24.38;285;2.28;0
59;0;3.536;-0.7843;38.2;581.16;34.6896;15.885;117148;921.3;13.81;0.1572;0.00000;0.00414;0.0152;677.71;1.047;20589.0;463.7;14311.1;142.36;119.56;357.75;352.16;347.03;352.08;329.10;5.807;17.93;23.74;313;2.62;0
59;1;3.536;-0.6417;66.6;581.18;34.6896;15.885;117146;921.8;13.79;0.1572;0.00414;0.01136;0.0505;389.44;0.631;23363.0;465.0;14354.6;142.79;119.93;357.17;351.56;346.41;351.48;328.42;5.133;17.99;23.12;311;2.59;0
59;2;3.536;-0.4991;82.0;580.88;34.6896;15.880;117179;921.9;13.78;0.1572;0.01136;0.02026;0.0940;316.08;0.545;26007.9;466.0;14367.9;142.92;120.04;356.67;351.06;345.91;350.98;327.91;4.615;18.01;22.62;308;2.56;0
59;3;3.536;-0.3565;91.9;580.65;34.6896;15.875;117204;921.9;13.76;0.1572;0.02026;0.03024;0.1388;282.15;0.522;27764.9;466.5;14371.6;142.96;120.07;356.39;350.77;345.63;350.69;327.62;4.324;18.01;22.33;305;2.54;0
59;4;3.536;-0.2139;76.9;581.04;34.6896;15.883;117162;921.9;13.78;0.1572;0.03024;0.03860;0.1862;336.95;0.663;24767.3;465.6;14363.7;142.88;120.00;356.89;351.28;346.14;351.20;328.14;4.845;18.00;22.85;302;2.52;0
59;5;3.536;-0.0713;68.4;581.25;34.6896;15.886;117138;921.8;13.80;0.1572;0.03860;0.04602;0.2236;378.82;0.785;22793.7;464.8;14351.1;142.75;119.90;357.29;351.68;346.54;351.60;328.55;5.260;17.98;23.24;300;2.50;0
59;6;3.536;0.0713;68.4;581.29;34.6896;15.887;117134;921.7;13.80;0.1572;0.04602;0.05344;0.2528;378.82;0.822;22352.0;464.6;14347.2;142.71;119.86;357.38;351.77;346.63;351.69;328.65;5.363;17.98;23.34;297;2.48;0
59;7;3.536;0.2139;76.9;581.24;34.6896;15.886;117139;921.8;13.80;0.1572;0.05344;0.06178;0.2766;336.95;0.766;23041.7;464.9;14354.1;142.78;119.92;357.24;351.63;346.48;351.55;328.50;5.205;17.99;23.19;295;2.46;0
59;8;3.536;0.3565;91.9;581.11;34.6896;15.884;117154;921.9;13.79;0.1572;0.06178;0.07176;0.2982;282.15;0.675;24415.3;465.5;14363.7;142.88;120.00;356.96;351.35;346.21;351.27;328.21;4.915;18.00;22.92;292;2.43;0
59;9;3.536;0.4991;82.0;581.27;34.6896;15.887;117136;921.8;13.80;0.1572;0.07176;0.08065;0.3323;316.08;0.795;22768.0;464.8;14352.2;142.76;119.91;357.29;351.68;346.54;351.61;328.56;5.266;17.99;23.25;289;2.41;0
59;10;3.536;0.6417;66.6;581.30;34.6896;15.887;117133;921.5;13.81;0.1572;0.08065;0.08786;0.3649;389.44;1.021;21026.6;463.9;14327.2;142.51;119.70;357.67;352.07;346.94;351.99;328.98;5.693;17.95;23.65;287;2.39;0
59;11;3.536;0.7843;38.2;580.46;34.6896;15.872;117225;921.0;13.78;0.1572;0.08786;0.09199;0.4003;677.71;1.827;21688.8;464.1;14285.4;142.10;119.35;357.40;351.81;346.70;351.74;328.79;5.503;17.90;23.41;285;2.39;0
60;0;3.697;-0.7843;38.2;570.81;34.6885;15.691;118304;912.0;13.53;0.1580;0.00000;0.00414;0.0152;646.42;0.999;20317.8;460.7;13649.3;135.77;114.03;356.23;350.90;346.01;350.82;328.90;5.613;17.11;22.72;313;2.74;0
60;1;3.697;-0.6417;66.6;570.80;34.6885;15.691;118305;912.4;13.51;0.1580;0.00414;0.01136;0.0501;371.46;0.602;23336.6;462.2;13692.6;136.20;114.40;355.60;350.25;345.35;350.18;328.19;4.902;17.16;22.06;311;2.71;0
60;2;3.697;-0.4991;82.0;570.49;34.6885;15.685;118340;912.5;13.50;0.1580;0.01136;0.02026;0.0931;301.49;0.520;25991.7;463.1;13703.9;136.31;114.49;355.13;349.77;344.87;349.70;327.70;4.405;17.17;21.58;308;2.69;0
60;3;3.697;-0.3565;91.9;570.26;34.6885;15.681;118366;912.5;13.48;0.1580;0.02026;0.03024;0.1374;269.12;0.498;27743.2;463.7;13706.4;136.34;114.51;354.85;349.50;344.60;349.43;327.42;4.128;17.18;21.30;305;2.66;0
60;4;3.697;-0.2139;76.9;570.65;34.6885;15.688;118322;912.5;13.51;0.1580;0.03024;0.03859;0.1846;321.39;0.633;24747.2;462.7;13700.5;136.28;114.46;355.34;349.99;345.09;349.92;327.92;4.625;17.17;21.79;302;2.64;0
60;5;3.697;-0.0713;68.4;570.87;34.6885;15.693;118297;912.4;13.52;0.1580;0.03859;0.04602;0.2219;361.32;0.749;22752.8;461.9;13689.5;136.17;114.37;355.72;350.37;345.47;350.30;328.32;5.027;17.16;22.18;300;2.62;0
60;6;3.697;0.0713;68.4;570.92;34.6885;15.693;118292;912.4;13.52;0.1580;0.04602;0.05344;0.2510;361.32;0.784;22299.8;461.7;13685.9;136.14;114.34;355.81;350.47;345.57;350.39;328.42;5.127;17.15;22.28;297;2.60;0
60;7;3.697;0.2139;76.9;570.86;34.6885;15.692;118298;912.4;13.52;0.1580;0.05344;0.06179;0.2745;321.39;0.730;22995.8;462.1;13692.1;136.20;114.39;355.67;350.33;345.42;350.25;328.27;4.974;17.16;22.13;295;2.58;0
60;8;3.697;0.3565;91.9;570.72;34.6885;15.690;118314;912.5;13.51;0.1580;0.06179;0.07176;0.2957;269.12;0.644;24379.7;462.6;13700.4;136.28;114.46;355.41;350.06;345.15;349.99;327.99;4.695;17.17;21.86;292;2.55;0
60;9;3.697;0.4991;82.0;570.90;34.6885;15.693;118294;912.4;13.52;0.1580;0.07176;0.08066;0.3299;301.49;0.759;22707.9;461.9;13690.3;136.18;114.38;355.73;350.39;345.48;350.31;328.33;5.037;17.16;22.19;289;2.52;0
60;10;3.697;0.6417;66.6;570.94;34.6885;15.694;118289;912.2;13.53;0.1580;0.08066;0.08786;0.3628;371.46;0.974;20912.0;461.1;13666.8;135.95;114.18;356.11;350.77;345.88;350.70;328.75;5.460;17.13;22.59;287;2.51;0
60;11;3.697;0.7843;38.2;570.13;34.6885;15.679;118381;911.6;13.51;0.1580;0.08786;0.09199;0.3989;646.42;1.743;21214.3;461.0;13621.3;135.49;113.80;355.92;350.60;345.73;350.53;328.66;5.364;17.07;22.43;285;2.51;0
61;0;3.864;-0.7843;38.2;560.52;34.6873;15.499;119482;902.7;13.26;0.1588;0.00000;0.00414;0.0151;615.60;0.951;20052.9;457.7;12997.8;129.29;108.59;354.72;349.65;344.99;349.58;328.71;5.415;16.29;21.70;313;2.88;0
61;1;3.864;-0.6417;66.6;560.48;34.6873;15.498;119487;903.1;13.24;0.1588;0.00414;0.01136;0.0496;353.75;0.573;23308.1;459.3;13040.6;129.72;108.95;354.06;348.97;344.31;348.90;327.97;4.674;16.34;21.02;311;2.85;0
61;2;3.864;-0.4991;82.0;560.16;34.6873;15.492;119524;903.2;13.22;0.1588;0.01136;0.02026;0.0921;287.11;0.495;25969.0;460.3;13049.9;129.81;109.03;353.61;348.51;343.84;348.44;327.49;4.198;16.35;20.55;308;2.82;0
61;3;3.864;-0.3565;91.9;559.93;34.6873;15.488;119551;903.2;13.21;0.1588;0.02026;0.03024;0.1359;256.29;0.474;27711.6;460.8;13051.4;129.82;109.04;353.34;348.25;343.58;348.18;327.23;3.935;16.36;20.29;305;2.79;0
61;4;3.864;-0.2139;76.9;560.32;34.6873;15.495;119505;903.2;13.23;0.1588;0.03024;0.03859;0.1829;306.07;0.603;24722.6;459.9;13047.2;129.78;109.00;353.81;348.72;344.05;348.65;327.70;4.409;16.35;20.76;302;2.77;0
61;5;3.864;-0.0713;68.4;560.55;34.6873;15.500;119479;903.1;13.24;0.1588;0.03859;0.04602;0.2202;344.10;0.713;22711.0;459.1;13037.7;129.69;108.93;354.18;349.09;344.43;349.02;328.09;4.796;16.34;21.13;300;2.75;0
