i;j;z_m;y_m;n_tubi;T_gas_C;p_gas_bar;v_gas_ms;Re_gas;h_conv_Wm2K;h_rad_Wm2K;eps_gas;x_in;x_out;alpha;G_cross_kgm2s;v_cross_ms;h_boil_Wm2K;U_o_Wm2K;q_lin_Wm;q_int_kWm2;q_est_kWm2;T_met_int_C;T_met_mid_C;T_met_est_C;T_met_media_spessore_C;T_parete_bollente_C;dT_superheat_K;dT_deposito_K;dT_met_sat_K;q_CHF_loc_kWm2;DNBR;ferrula
44;3;1.768;-0.3565;91.9;733.28;34.7030;18.721;102934;1068.7;18.22;0.1452;0.02027;0.03025;0.1527;489.81;0.906;28052.1;508.5;24951.9;248.20;208.46;380.82;371.00;361.99;370.86;330.72;7.431;31.27;38.70;305;1.46;0
44;4;1.768;-0.2139;76.9;733.51;34.7030;18.725;102916;1068.4;18.24;0.1452;0.03025;0.03860;0.2013;584.94;1.152;25813.4;507.6;24923.3;247.92;208.22;381.40;371.59;362.59;371.45;331.36;8.067;31.23;39.30;302;1.45;0
44;5;1.768;-0.0713;68.4;733.59;34.7030;18.727;102910;1068.2;18.26;0.1452;0.03860;0.04601;0.2391;657.63;1.363;24712.8;507.1;24903.4;247.72;208.06;381.72;371.91;362.92;371.77;331.71;8.419;31.21;39.63;300;1.44;0
44;6;1.768;0.0713;68.4;733.58;34.7030;18.727;102910;1068.1;18.26;0.1452;0.04601;0.05343;0.2696;657.63;1.427;24518.2;507.0;24898.6;247.67;208.02;381.77;371.97;362.98;371.83;331.78;8.484;31.20;39.69;297;1.43;0
44;7;1.768;0.2139;76.9;733.59;34.7030;18.727;102910;1068.2;18.25;0.1452;0.05343;0.06177;0.2962;584.94;1.329;24732.7;507.1;24903.8;247.72;208.06;381.71;371.90;362.91;371.77;331.70;8.412;31.21;39.62;295;1.42;0
44;8;1.768;0.3565;91.9;733.55;34.7030;18.726;102913;1068.3;18.25;0.1452;0.06177;0.07174;0.3219;489.81;1.172;25368.8;507.4;24916.2;247.85;208.16;381.53;371.71;362.72;371.58;331.50;8.206;31.22;39.43;292;1.40;0
44;9;1.768;0.4991;82.0;733.58;34.7030;18.727;102910;1068.1;18.26;0.1452;0.07174;0.08063;0.3551;548.72;1.381;24546.9;507.0;24899.4;247.68;208.02;381.77;371.96;362.97;371.82;331.77;8.475;31.20;39.68;289;1.39;0
44;10;1.768;0.6417;66.6;733.45;34.7030;18.724;102921;1068.0;18.25;0.1452;0.08063;0.08784;0.3848;676.08;1.772;24442.7;506.9;24887.2;247.56;207.92;381.77;371.97;362.99;371.83;331.80;8.507;31.19;39.69;287;1.38;0
44;11;1.768;0.7843;38.2;732.56;34.7030;18.708;102992;1068.3;18.19;0.1453;0.08784;0.09199;0.4130;1176.51;3.172;29197.1;508.7;24920.9;247.89;208.20;380.45;370.64;361.65;370.51;330.42;7.131;31.23;38.36;285;1.37;0
45;0;1.855;-0.7843;38.2;723.70;34.7023;18.543;103700;1058.0;17.95;0.1460;0.00000;0.00414;0.0161;1142.92;1.766;24807.5;504.4;24175.0;240.47;201.97;379.97;370.45;361.73;370.32;331.43;8.142;30.30;38.44;313;1.55;0
45;1;1.855;-0.6417;66.6;724.01;34.7023;18.549;103675;1058.3;17.95;0.1460;0.00414;0.01136;0.0546;656.77;1.064;24940.1;504.5;24200.2;240.72;202.18;379.98;370.46;361.72;370.32;331.40;8.107;30.33;38.43;311;1.54;0
45;2;1.855;-0.4991;82.0;723.86;34.7023;18.546;103687;1058.5;17.94;0.1460;0.01136;0.02027;0.1027;533.05;0.920;26634.3;505.3;24225.0;240.97;202.39;379.52;369.99;361.25;369.85;330.89;7.599;30.36;37.96;308;1.52;0
45;3;1.855;-0.3565;91.9;723.71;34.7023;18.543;103699;1058.7;17.92;0.1460;0.02027;0.03025;0.1521;475.83;0.880;28010.7;505.8;24240.4;241.12;202.52;379.18;369.64;360.90;369.51;330.52;7.230;30.38;37.61;305;1.50;0
45;4;1.855;-0.2139;76.9;723.95;34.7023;18.547;103680;1058.4;17.95;0.1460;0.03025;0.03860;0.2007;568.24;1.119;25721.3;504.9;24212.9;240.85;202.29;379.76;370.23;361.50;370.10;331.16;7.865;30.34;38.21;302;1.49;0
45;5;1.855;-0.0713;68.4;724.03;34.7023;18.549;103674;1058.2;17.96;0.1460;0.03860;0.04602;0.2385;638.85;1.324;24567.9;504.4;24193.0;240.65;202.12;380.09;370.57;361.84;370.43;331.52;8.227;30.32;38.55;300;1.48;0
45;6;1.855;0.0713;68.4;724.03;34.7023;18.549;103674;1058.2;17.96;0.1460;0.04602;0.05343;0.2689;638.85;1.386;24355.4;504.3;24188.0;240.60;202.08;380.15;370.63;361.90;370.50;331.59;8.297;30.31;38.61;297;1.47;0
45;7;1.855;0.2139;76.9;724.03;34.7023;18.549;103674;1058.2;17.96;0.1460;0.05343;0.06177;0.2954;568.24;1.291;24589.2;504.4;24193.4;240.66;202.13;380.08;370.56;361.83;370.43;331.51;8.220;30.32;38.54;295;1.46;0
45;8;1.855;0.3565;91.9;723.99;34.7023;18.548;103677;1058.3;17.95;0.1460;0.06177;0.07174;0.3209;475.83;1.138;25259.9;504.7;24205.6;240.78;202.23;379.89;370.36;361.63;370.23;331.30;8.006;30.33;38.34;292;1.44;0
45;9;1.855;0.4991;82.0;724.03;34.7023;18.549;103674;1058.2;17.96;0.1460;0.07174;0.08063;0.3542;533.05;1.341;24387.2;504.3;24188.8;240.61;202.09;380.14;370.62;361.89;370.49;331.58;8.287;30.31;38.60;289;1.43;0
45;10;1.855;0.6417;66.6;723.90;34.7023;18.547;103684;1058.0;17.96;0.1460;0.08063;0.08784;0.3840;656.77;1.722;24196.1;504.2;24175.1;240.47;201.97;380.17;370.66;361.93;370.52;331.64;8.347;30.30;38.64;287;1.42;0
45;11;1.855;0.7843;38.2;723.00;34.7023;18.530;103757;1058.2;17.90;0.1461;0.08784;0.09199;0.4124;1142.92;3.081;28697.4;505.9;24201.9;240.74;202.20;378.92;369.40;360.67;369.26;330.34;7.046;30.33;37.38;285;1.41;0
46;0;1.947;-0.7843;38.2;714.02;34.7016;18.363;104489;1048.1;17.65;0.1468;0.00000;0.00414;0.0160;1109.23;1.714;24494.2;501.6;23459.2;233.35;195.99;378.38;369.15;360.69;369.02;331.29;8.002;29.40;37.40;313;1.60;0
46;1;1.947;-0.6417;66.6;714.33;34.7016;18.368;104464;1048.4;17.65;0.1467;0.00414;0.01136;0.0544;637.41;1.032;24818.6;501.8;23487.7;233.64;196.23;378.34;369.10;360.63;368.97;331.20;7.907;29.43;37.34;311;1.58;0
46;2;1.947;-0.4991;82.0;714.17;34.7016;18.365;104477;1048.6;17.64;0.1468;0.01136;0.02027;0.1023;517.34;0.893;26568.4;502.5;23512.0;233.88;196.43;377.87;368.63;360.15;368.50;330.68;7.393;29.46;36.86;308;1.57;0
46;3;1.947;-0.3565;91.9;714.01;34.7016;18.362;104490;1048.7;17.62;0.1468;0.02027;0.03025;0.1515;461.80;0.854;27970.4;503.1;23526.6;234.02;196.56;377.53;368.28;359.80;368.15;330.32;7.027;29.48;36.51;305;1.55;0
46;4;1.947;-0.2139;76.9;714.26;34.7016;18.367;104469;1048.5;17.65;0.1467;0.03025;0.03860;0.2000;551.49;1.086;25630.6;502.2;23500.0;233.76;196.33;378.12;368.87;360.40;368.75;330.95;7.660;29.45;37.11;302;1.54;0
46;5;1.947;-0.0713;68.4;714.35;34.7016;18.369;104462;1048.3;17.66;0.1467;0.03860;0.04602;0.2378;620.02;1.285;24424.4;501.6;23480.4;233.56;196.17;378.45;369.21;360.75;369.09;331.32;8.032;29.43;37.46;300;1.53;0
46;6;1.947;0.0713;68.4;714.35;34.7016;18.369;104462;1048.2;17.66;0.1467;0.04602;0.05343;0.2682;620.02;1.345;24194.0;501.5;23475.3;233.51;196.13;378.52;369.28;360.82;369.15;331.40;8.106;29.42;37.53;297;1.52;0
46;7;1.947;0.2139;76.9;714.35;34.7016;18.369;104462;1048.3;17.66;0.1467;0.05343;0.06178;0.2945;551.49;1.253;24447.2;501.6;23480.9;233.57;196.17;378.45;369.21;360.74;369.08;331.32;8.024;29.43;37.45;295;1.50;0
46;8;1.947;0.3565;91.9;714.31;34.7016;18.368;104466;1048.4;17.65;0.1467;0.06178;0.07174;0.3198;461.80;1.105;25152.7;502.0;23493.1;233.69;196.28;378.25;369.01;360.54;368.88;331.09;7.803;29.44;37.24;292;1.49;0
46;9;1.947;0.4991;82.0;714.35;34.7016;18.369;104462;1048.2;17.66;0.1467;0.07174;0.08063;0.3531;517.34;1.302;24228.9;501.5;23476.2;233.52;196.13;378.51;369.27;360.81;369.14;331.39;8.095;29.42;37.52;289;1.47;0
46;10;1.947;0.6417;66.6;714.23;34.7016;18.366;104472;1048.1;17.66;0.1467;0.08063;0.08784;0.3831;637.41;1.671;23950.1;501.4;23460.9;233.37;196.01;378.57;369.34;360.88;369.21;331.47;8.184;29.40;37.58;287;1.46;0
46;11;1.947;0.7843;38.2;713.31;34.7016;18.349;104548;1048.2;17.60;0.1468;0.08784;0.09199;0.4119;1109.23;2.991;28195.2;503.0;23481.4;233.57;196.18;377.37;368.14;359.68;368.01;330.25;6.958;29.43;36.38;285;1.45;0
47;0;2.041;-0.7843;38.2;704.23;34.7008;18.180;105303;1038.1;17.35;0.1475;0.00000;0.00414;0.0160;1075.47;1.662;24181.0;498.8;22742.1;226.22;190.00;376.79;367.84;359.65;367.72;331.15;7.857;28.50;36.36;313;1.65;0
47;1;2.041;-0.6417;66.6;704.53;34.7008;18.186;105278;1038.4;17.35;0.1475;0.00414;0.01136;0.0542;618.01;1.001;24698.9;499.1;22773.7;226.53;190.26;376.70;367.74;359.53;367.62;330.99;7.703;28.54;36.24;311;1.63;0
47;2;2.041;-0.4991;82.0;704.35;34.7008;18.183;105293;1038.7;17.34;0.1475;0.01136;0.02027;0.1018;501.59;0.865;26504.0;499.8;22797.3;226.77;190.46;376.22;367.26;359.05;367.14;330.48;7.186;28.57;35.76;308;1.62;0
47;3;2.041;-0.3565;91.9;704.19;34.7008;18.180;105307;1038.8;17.32;0.1475;0.02027;0.03025;0.1508;447.75;0.828;27931.0;500.3;22810.9;226.90;190.58;375.89;366.92;358.70;366.80;330.11;6.823;28.59;35.41;305;1.60;0
47;4;2.041;-0.2139;76.9;704.45;34.7008;18.185;105285;1038.6;17.35;0.1475;0.03025;0.03860;0.1992;534.70;1.053;25541.7;499.4;22785.8;226.65;190.37;376.47;367.51;359.30;367.39;330.74;7.453;28.55;36.01;302;1.59;0
47;5;2.041;-0.0713;68.4;704.55;34.7008;18.186;105277;1038.4;17.36;0.1475;0.03860;0.04602;0.2370;601.15;1.246;24282.6;498.9;22766.4;226.46;190.20;376.81;367.86;359.65;367.73;331.12;7.833;28.53;36.36;300;1.58;0
47;6;2.041;0.0713;68.4;704.55;34.7008;18.186;105276;1038.3;17.36;0.1475;0.04602;0.05344;0.2674;601.15;1.304;24034.0;498.8;22760.9;226.41;190.16;376.88;367.93;359.73;367.81;331.20;7.912;28.52;36.44;297;1.56;0
47;7;2.041;0.2139;76.9;704.55;34.7008;18.186;105277;1038.4;17.36;0.1475;0.05344;0.06178;0.2935;534.70;1.215;24306.9;498.9;22766.8;226.47;190.21;376.80;367.85;359.65;367.73;331.12;7.825;28.53;36.36;295;1.55;0
47;8;2.041;0.3565;91.9;704.50;34.7008;18.185;105281;1038.5;17.35;0.1475;0.06178;0.07174;0.3187;447.75;1.071;25047.2;499.2;22779.0;226.59;190.31;376.60;367.64;359.44;367.52;330.89;7.598;28.55;36.14;292;1.53;0
47;9;2.041;0.4991;82.0;704.55;34.7008;18.186;105276;1038.3;17.36;0.1475;0.07174;0.08064;0.3520;501.59;1.262;24072.1;498.8;22761.8;226.42;190.17;376.87;367.92;359.72;367.80;331.19;7.900;28.52;36.42;289;1.52;0
47;10;2.041;0.6417;66.6;704.43;34.7008;18.184;105286;1038.1;17.36;0.1475;0.08064;0.08785;0.3821;618.01;1.620;23704.8;498.6;22745.2;226.25;190.03;376.96;368.01;359.81;367.89;331.31;8.016;28.50;36.52;287;1.51;0
47;11;2.041;0.7843;38.2;703.51;34.7008;18.167;105364;1038.2;17.30;0.1476;0.08785;0.09199;0.4113;1075.47;2.899;27690.8;500.1;22759.4;226.39;190.15;375.83;366.88;358.68;366.76;330.16;6.867;28.52;35.39;285;1.50;0
48;0;2.140;-0.7843;38.2;694.33;34.7000;17.996;106144;1028.2;17.05;0.1483;0.00000;0.00414;0.0159;1041.66;1.609;23868.2;495.9;22024.1;219.08;184.00;375.19;366.53;358.60;366.41;331.00;7.709;27.60;35.31;313;1.70;0
48;1;2.140;-0.6417;66.6;694.61;34.7000;18.001;106119;1028.5;17.05;0.1483;0.00414;0.01136;0.0540;598.59;0.969;24581.0;496.3;22058.7;219.42;184.29;375.05;366.38;358.43;366.26;330.79;7.497;27.64;35.14;311;1.69;0
48;2;2.140;-0.4991;82.0;694.43;34.7000;17.998;106135;1028.8;17.03;0.1483;0.01136;0.02027;0.1014;485.83;0.838;26440.9;497.1;22081.4;219.65;184.48;374.57;365.89;357.94;365.77;330.27;6.977;27.67;34.65;308;1.67;0
48;3;2.140;-0.3565;91.9;694.26;34.7000;17.995;106150;1028.9;17.02;0.1483;0.02027;0.03025;0.1501;433.67;0.802;27892.7;497.6;22094.4;219.78;184.59;374.24;365.55;357.60;365.43;329.91;6.618;27.69;34.31;305;1.65;0
48;4;2.140;-0.2139;76.9;694.53;34.7000;18.000;106126;1028.7;17.04;0.1483;0.03025;0.03860;0.1985;517.90;1.020;25454.6;496.7;22070.6;219.54;184.39;374.82;366.14;358.19;366.02;330.53;7.244;27.66;34.90;302;1.64;0
48;5;2.140;-0.0713;68.4;694.64;34.7000;18.002;106117;1028.5;17.06;0.1483;0.03860;0.04602;0.2363;582.25;1.207;24142.5;496.1;22051.2;219.35;184.23;375.17;366.50;358.56;366.38;330.92;7.631;27.63;35.27;300;1.63;0
48;6;2.140;0.0713;68.4;694.64;34.7000;18.002;106117;1028.4;17.06;0.1483;0.04602;0.05344;0.2665;582.25;1.263;23876.0;496.0;22045.9;219.29;184.18;375.24;366.57;358.63;366.45;331.01;7.714;27.63;35.34;297;1.61;0
48;7;2.140;0.2139;76.9;694.64;34.7000;18.002;106117;1028.5;17.06;0.1483;0.05344;0.06178;0.2926;517.90;1.177;24168.4;496.1;22051.7;219.35;184.23;375.16;366.49;358.55;366.37;330.91;7.623;27.63;35.26;295;1.60;0
48;8;2.140;0.3565;91.9;694.58;34.7000;18.001;106122;1028.6;17.05;0.1483;0.06178;0.07175;0.3175;433.67;1.038;24943.6;496.5;22064.0;219.47;184.34;374.95;366.28;358.33;366.16;330.68;7.390;27.65;35.04;292;1.58;0
48;9;2.140;0.4991;82.0;694.64;34.7000;18.002;106117;1028.4;17.06;0.1483;0.07175;0.08064;0.3509;485.83;1.222;23917.2;496.0;22046.8;219.30;184.19;375.23;366.56;358.62;366.44;330.99;7.701;27.63;35.33;289;1.57;0
48;10;2.140;0.6417;66.6;694.53;34.7000;18.000;106126;1028.2;17.06;0.1483;0.08064;0.08785;0.3812;598.59;1.569;23460.8;495.8;22028.9;219.13;184.04;375.34;366.68;358.74;366.56;331.14;7.845;27.61;35.45;287;1.56;0
48;11;2.140;0.7843;38.2;693.60;34.7000;17.982;106206;1028.3;17.01;0.1484;0.08785;0.09199;0.4107;1041.66;2.808;27184.8;497.2;22037.2;219.21;184.11;374.28;365.62;357.68;365.50;330.06;6.773;27.62;34.39;285;1.55;0
49;0;2.243;-0.7843;38.2;684.33;34.6992;17.810;107010;1018.3;16.75;0.1491;0.00000;0.00414;0.0159;1007.84;1.557;23556.4;493.0;21306.4;211.94;178.01;373.59;365.22;357.55;365.10;330.85;7.557;26.70;34.26;313;1.76;0
49;1;2.243;-0.6417;66.6;684.59;34.6992;17.815;106987;1018.7;16.75;0.1491;0.00414;0.01136;0.0538;579.15;0.938;24465.2;493.5;21343.3;212.31;178.31;373.40;365.01;357.33;364.89;330.58;7.289;26.75;34.04;311;1.74;0
49;2;2.243;-0.4991;82.0;684.40;34.6992;17.811;107004;1018.9;16.73;0.1491;0.01136;0.02027;0.1009;470.05;0.811;26379.5;494.3;21365.4;212.53;178.50;372.92;364.52;356.83;364.41;330.06;6.767;26.77;33.54;308;1.72;0
49;3;2.243;-0.3565;91.9;684.22;34.6992;17.808;107019;1019.0;16.72;0.1491;0.02027;0.03025;0.1493;419.59;0.776;27855.1;494.8;21377.6;212.65;178.60;372.58;364.19;356.49;364.07;329.70;6.412;26.79;33.20;305;1.71;0
49;4;2.243;-0.2139;76.9;684.51;34.6992;17.813;106994;1018.8;16.74;0.1491;0.03025;0.03860;0.1977;501.08;0.987;25369.4;493.9;21355.1;212.42;178.41;373.16;364.77;357.09;364.66;330.32;7.033;26.76;33.79;302;1.69;0
49;5;2.243;-0.0713;68.4;684.62;34.6992;17.815;106984;1018.6;16.75;0.1491;0.03860;0.04602;0.2354;563.34;1.167;24004.7;493.3;21336.1;212.23;178.25;373.52;365.14;357.45;365.02;330.72;7.426;26.74;34.16;300;1.68;0
49;6;2.243;0.0713;68.4;684.63;34.6992;17.815;106983;1018.5;16.76;0.1491;0.04602;0.05344;0.2656;563.34;1.222;23720.0;493.2;21330.7;212.18;178.21;373.60;365.22;357.54;365.10;330.80;7.513;26.73;34.24;297;1.67;0
49;7;2.243;0.2139;76.9;684.62;34.6992;17.815;106984;1018.6;16.75;0.1491;0.05344;0.06178;0.2915;501.08;1.139;24032.0;493.3;21336.5;212.24;178.26;373.51;365.13;357.45;365.01;330.71;7.418;26.74;34.16;295;1.65;0
49;8;2.243;0.3565;91.9;684.56;34.6992;17.814;106990;1018.7;16.75;0.1491;0.06178;0.07175;0.3162;419.59;1.004;24729.1;493.6;21346.3;212.34;178.34;373.33;364.94;357.25;364.82;330.50;7.212;26.75;33.96;292;1.64;0
49;9;2.243;0.4991;82.0;684.63;34.6992;17.815;106983;1018.6;16.76;0.1491;0.07175;0.08064;0.3497;470.05;1.183;23764.4;493.2;21331.6;212.19;178.22;373.58;365.20;357.52;365.09;330.79;7.499;26.73;34.23;289;1.62;0
49;10;2.243;0.6417;66.6;684.52;34.6992;17.813;106993;1018.4;16.76;0.1491;0.08064;0.08785;0.3801;579.15;1.518;23218.3;492.9;21312.7;212.00;178.06;373.71;365.34;357.67;365.23;330.96;7.669;26.71;34.38;287;1.61;0
49;11;2.243;0.7843;38.2;683.58;34.6992;17.796;107075;1018.3;16.71;0.1492;0.08785;0.09199;0.4100;1007.84;2.717;26677.6;494.3;21315.1;212.03;178.08;372.72;364.35;356.68;364.23;329.97;6.675;26.71;33.39;285;1.60;0
50;0;2.350;-0.7843;38.2;674.23;34.6983;17.622;107903;1008.4;16.45;0.1499;0.00000;0.00414;0.0158;974.05;1.505;23245.9;490.2;20589.5;204.81;172.02;371.99;363.90;356.49;363.79;330.69;7.400;25.80;33.20;313;1.82;0
50;1;2.350;-0.6417;66.6;674.48;34.6983;17.626;107881;1008.8;16.45;0.1499;0.00414;0.01136;0.0535;559.73;0.907;24351.5;490.7;20628.7;205.20;172.34;371.74;363.64;356.22;363.53;330.37;7.077;25.85;32.93;311;1.80;0
50;2;2.350;-0.4991;82.0;674.27;34.6983;17.622;107900;1009.0;16.43;0.1499;0.01136;0.02027;0.1004;454.29;0.784;26319.4;491.5;20649.8;205.41;172.52;371.26;363.15;355.72;363.04;329.85;6.555;25.88;32.43;308;1.78;0
50;3;2.350;-0.3565;91.9;674.09;34.6983;17.619;107916;1009.1;16.42;0.1499;0.02027;0.03025;0.1485;405.52;0.750;27717.2;492.0;20659.6;205.51;172.60;370.95;362.84;355.41;362.73;329.52;6.227;25.89;32.12;305;1.76;0
50;4;2.350;-0.2139;76.9;674.39;34.6983;17.625;107889;1008.9;16.44;0.1499;0.03025;0.03860;0.1968;484.28;0.954;25286.0;491.1;20640.0;205.31;172.44;371.50;363.40;355.98;363.29;330.11;6.820;25.87;32.69;302;1.75;0
50;5;2.350;-0.0713;68.4;674.51;34.6983;17.627;107878;1008.8;16.45;0.1499;0.03860;0.04602;0.2346;544.46;1.128;23869.1;490.5;20621.5;205.13;172.28;371.87;363.77;356.35;363.66;330.51;7.218;25.84;33.06;300;1.74;0
50;6;2.350;0.0713;68.4;674.52;34.6983;17.627;107877;1008.7;16.45;0.1499;0.04602;0.05344;0.2647;544.46;1.181;23566.2;490.4;20616.1;205.07;172.24;371.95;363.85;356.44;363.74;330.60;7.309;25.84;33.14;297;1.73;0
50;7;2.350;0.2139;76.9;674.51;34.6983;17.627;107878;1008.8;16.45;0.1499;0.05344;0.06178;0.2904;484.28;1.101;23897.9;490.5;20621.9;205.13;172.29;371.86;363.76;356.34;363.65;330.50;7.209;25.84;33.05;295;1.71;0
50;8;2.350;0.3565;91.9;674.45;34.6983;17.626;107884;1008.9;16.45;0.1499;0.06178;0.07175;0.3148;405.52;0.970;24695.5;490.9;20632.9;205.24;172.38;371.65;363.55;356.13;363.44;330.27;6.980;25.86;32.84;292;1.69;0
50;9;2.350;0.4991;82.0;674.52;34.6983;17.627;107877;1008.7;16.45;0.1499;0.07175;0.08064;0.3484;454.29;1.143;23613.8;490.4;20617.0;205.08;172.25;371.94;363.84;356.42;363.73;330.59;7.294;25.84;33.13;289;1.68;0
50;10;2.350;0.6417;66.6;674.43;34.6983;17.625;107886;1008.5;16.46;0.1499;0.08064;0.08785;0.3790;559.73;1.467;22977.6;490.1;20596.9;204.88;172.08;372.09;364.00;356.59;363.89;330.78;7.489;25.81;33.30;287;1.67;0
50;11;2.350;0.7843;38.2;673.48;34.6983;17.608;107970;1008.4;16.41;0.1500;0.08785;0.09199;0.4093;974.05;2.626;26170.0;491.3;20593.8;204.85;172.05;371.17;363.08;355.67;362.97;329.87;6.574;25.81;32.38;285;1.66;0
51;0;2.461;-0.7843;38.2;664.05;34.6975;17.432;108824;998.6;16.15;0.1507;0.00000;0.00414;0.0158;940.34;1.453;22937.2;487.3;19874.1;197.69;166.04;370.38;362.58;355.44;362.48;330.53;7.239;24.91;32.14;313;1.88;0
51;1;2.461;-0.6417;66.6;664.28;34.6975;17.436;108803;999.0;16.15;0.1507;0.00414;0.01136;0.0533;540.36;0.875;24240.0;487.9;19915.3;198.10;166.38;370.09;362.27;355.11;362.17;330.15;6.864;24.96;31.82;311;1.87;0
51;2;2.461;-0.4991;82.0;664.07;34.6975;17.432;108822;999.2;16.13;0.1507;0.01136;0.02027;0.0998;438.57;0.757;26260.4;488.7;19935.4;198.30;166.55;369.61;361.78;354.62;361.68;329.63;6.342;24.98;31.33;308;1.85;0
51;3;2.461;-0.3565;91.9;663.88;34.6975;17.429;108839;999.3;16.12;0.1507;0.02027;0.03025;0.1477;391.49;0.724;27733.0;489.2;19945.0;198.40;166.63;369.29;361.47;354.29;361.36;329.30;6.008;24.99;31.00;305;1.83;0
51;4;2.461;-0.2139;76.9;664.19;34.6975;17.434;108811;999.1;16.14;0.1507;0.03025;0.03860;0.1959;467.52;0.921;25204.2;488.3;19926.0;198.21;166.47;369.85;362.03;354.87;361.92;329.90;6.605;24.97;31.58;302;1.81;0
51;5;2.461;-0.0713;68.4;664.32;34.6975;17.437;108799;998.9;16.15;0.1507;0.03860;0.04602;0.2336;525.61;1.089;23735.8;487.7;19908.2;198.03;166.32;370.22;362.41;355.25;362.30;330.30;7.007;24.95;31.96;300;1.80;0
51;6;2.461;0.0713;68.4;664.34;34.6975;17.437;108798;998.9;16.15;0.1507;0.04602;0.05344;0.2636;525.61;1.140;23414.8;487.6;19902.7;197.98;166.28;370.30;362.49;355.33;362.38;330.39;7.101;24.94;32.04;297;1.79;0
51;7;2.461;0.2139;76.9;664.32;34.6975;17.437;108799;998.9;16.15;0.1507;0.05344;0.06178;0.2892;467.52;1.063;23766.1;487.7;19908.7;198.04;166.33;370.21;362.40;355.24;362.29;330.29;6.999;24.95;31.95;295;1.77;0
51;8;2.461;0.3565;91.9;664.25;34.6975;17.436;108806;999.0;16.14;0.1507;0.06178;0.07175;0.3134;391.49;0.937;24662.9;488.1;19920.5;198.15;166.43;369.98;362.17;355.00;362.06;330.04;6.748;24.96;31.71;292;1.75;0
51;9;2.461;0.4991;82.0;664.33;34.6975;17.437;108798;998.9;16.15;0.1507;0.07175;0.08064;0.3470;438.57;1.104;23465.5;487.6;19903.6;197.98;166.29;370.29;362.48;355.32;362.37;330.38;7.086;24.94;32.03;289;1.74;0
51;10;2.461;0.6417;66.6;664.25;34.6975;17.436;108806;998.7;16.16;0.1507;0.08064;0.08785;0.3778;540.36;1.417;22739.3;487.2;19882.9;197.78;166.11;370.47;362.67;355.51;362.56;330.60;7.305;24.92;32.22;287;1.72;0
51;11;2.461;0.7843;38.2;663.30;34.6975;17.418;108892;998.5;16.11;0.1507;0.08785;0.09199;0.4086;940.34;2.535;25662.5;488.3;19874.4;197.69;166.04;369.61;361.81;354.67;361.71;329.76;6.470;24.91;31.38;285;1.72;0
52;0;2.578;-0.7843;38.2;653.81;34.6966;17.241;109771;988.8;15.85;0.1515;0.00000;0.00414;0.0157;906.71;1.401;22630.7;484.3;19161.2;190.60;160.08;368.78;361.27;354.38;361.16;330.36;7.074;24.01;31.09;313;1.95;0
52;1;2.578;-0.6417;66.6;654.02;34.6966;17.245;109751;989.2;15.85;0.1515;0.00414;0.01136;0.0530;521.04;0.844;24130.9;485.1;19203.9;191.03;160.44;368.44;360.91;354.01;360.80;329.94;6.649;24.07;30.71;311;1.94;0
52;2;2.578;-0.4991;82.0;653.79;34.6966;17.241;109773;989.4;15.83;0.1515;0.01136;0.02027;0.0992;422.88;0.730;26202.5;485.9;19223.0;191.22;160.60;367.96;360.42;353.51;360.31;329.42;6.129;24.09;30.22;308;1.92;0
52;3;2.578;-0.3565;91.9;653.60;34.6966;17.237;109790;989.5;15.81;0.1515;0.02027;0.03025;0.1468;377.49;0.698;27748.0;486.5;19232.5;191.31;160.68;367.64;360.09;353.18;359.99;329.08;5.791;24.10;29.89;305;1.90;0
52;4;2.578;-0.2139;76.9;653.92;34.6966;17.243;109761;989.3;15.84;0.1515;0.03025;0.03860;0.1949;450.80;0.888;25124.3;485.5;19214.2;191.13;160.53;368.20;360.67;353.76;360.56;329.68;6.389;24.08;30.47;302;1.88;0
52;5;2.578;-0.0713;68.4;654.06;34.6966;17.246;109747;989.1;15.85;0.1515;0.03860;0.04602;0.2326;506.82;1.050;23605.0;484.9;19196.9;190.95;160.38;368.57;361.04;354.14;360.94;330.09;6.794;24.06;30.85;300;1.87;0
52;6;2.578;0.0713;68.4;654.08;34.6966;17.246;109746;989.1;15.85;0.1515;0.04602;0.05344;0.2626;506.82;1.100;23266.1;484.7;19191.5;190.90;160.34;368.66;361.13;354.23;361.03;330.18;6.891;24.05;30.94;297;1.85;0
52;7;2.578;0.2139;76.9;654.06;34.6966;17.246;109748;989.1;15.85;0.1515;0.05344;0.06178;0.2879;450.80;1.025;23636.8;484.9;19197.3;190.96;160.39;368.57;361.04;354.13;360.93;330.08;6.785;24.06;30.84;295;1.84;0
52;8;2.578;0.3565;91.9;653.98;34.6966;17.244;109755;989.3;15.84;0.1515;0.06178;0.07175;0.3119;377.49;0.903;24631.3;485.3;19210.1;191.09;160.49;368.32;360.79;353.88;360.68;329.81;6.516;24.07;30.59;292;1.82;0
52;9;2.578;0.4991;82.0;654.07;34.6966;17.246;109746;989.1;15.85;0.1515;0.07175;0.08064;0.3456;422.88;1.064;23206.5;484.7;19190.3;190.89;160.33;368.67;361.15;354.25;361.04;330.20;6.909;24.05;30.96;289;1.80;0
