componente;i;j;classe;z_m;y_m;T_met_int_C;T_met_est_C;T_met_media_C;dT_spessore_K;p_int_bar;p_est_bar;sZ_membr_MPa;sZ_termico_MPa;sZ_pressione_MPa;punto;r_mm;sigma_R_MPa;sigma_theta_MPa;sigma_Z_MPa;sigma_VM_MPa;sigma_Tresca_MPa;Sy_MPa;utilizzo_pc
TUBI;48;0;0;2.140;-0.7843;375.19;358.60;366.41;16.59;34.700;117.840;6.812;-35.966;42.779;media;17.52;-9.434;-54.376;6.389;54.601;60.765;205.7;26.54
TUBI;48;0;0;2.140;-0.7843;375.19;358.60;366.41;16.59;34.700;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-24.074;34.342;53.343;58.416;205.7;25.93
TUBI;49;0;0;2.243;-0.7843;373.59;357.55;365.10;16.04;34.699;117.840;6.812;-35.966;42.779;interna;16.00;-3.470;-89.815;-23.085;78.400;86.345;206.0;38.06
TUBI;49;0;0;2.243;-0.7843;373.59;357.55;365.10;16.04;34.699;117.840;6.812;-35.966;42.779;media;17.52;-9.392;-54.404;6.403;54.650;60.808;206.0;26.53
TUBI;49;0;0;2.243;-0.7843;373.59;357.55;365.10;16.04;34.699;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-24.987;33.429;53.061;58.416;206.0;25.76
TUBI;50;0;0;2.350;-0.7843;371.99;356.49;363.79;15.49;34.698;117.840;6.812;-35.966;42.779;interna;16.00;-3.470;-88.793;-22.062;77.713;85.323;206.2;37.68
TUBI;50;0;0;2.350;-0.7843;371.99;356.49;363.79;15.49;34.698;117.840;6.812;-35.966;42.779;media;17.52;-9.350;-54.433;6.417;54.698;60.850;206.2;26.52
TUBI;50;0;0;2.350;-0.7843;371.99;356.49;363.79;15.49;34.698;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-25.897;32.519;52.794;58.416;206.2;25.60
TUBI;51;0;0;2.461;-0.7843;370.38;355.44;362.48;14.95;34.697;117.840;6.812;-35.966;42.779;interna;16.00;-3.470;-87.779;-21.048;77.039;84.309;206.5;37.31
TUBI;51;0;0;2.461;-0.7843;370.38;355.44;362.48;14.95;34.697;117.840;6.812;-35.966;42.779;media;17.52;-9.309;-54.461;6.431;54.746;60.892;206.5;26.51
TUBI;51;0;0;2.461;-0.7843;370.38;355.44;362.48;14.95;34.697;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-26.801;31.616;52.543;58.417;206.5;25.44
TUBI;52;0;0;2.578;-0.7843;368.78;354.38;361.16;14.40;34.697;117.840;6.812;-35.966;42.779;interna;16.00;-3.470;-86.765;-20.033;76.373;83.295;206.8;36.94
TUBI;52;0;0;2.578;-0.7843;368.78;354.38;361.16;14.40;34.697;117.840;6.812;-35.966;42.779;media;17.52;-9.267;-54.489;6.445;54.794;60.934;206.8;26.50
TUBI;52;0;0;2.578;-0.7843;368.78;354.38;361.16;14.40;34.697;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-27.705;30.713;52.307;58.417;206.8;25.30
TUBI;53;0;0;2.698;-0.7843;367.18;353.32;359.85;13.87;34.696;117.840;6.812;-35.966;42.779;interna;16.00;-3.470;-85.761;-19.029;75.720;82.291;207.0;36.57
TUBI;53;0;0;2.698;-0.7843;367.18;353.32;359.85;13.87;34.696;117.840;6.812;-35.966;42.779;media;17.52;-9.226;-54.517;6.459;54.842;60.976;207.0;26.49
TUBI;53;0;0;2.698;-0.7843;367.18;353.32;359.85;13.87;34.696;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-28.599;29.818;52.087;58.418;207.0;25.16
TUBI;54;0;0;2.824;-0.7843;365.59;352.26;358.54;13.33;34.695;117.840;6.812;-35.966;42.779;interna;16.00;-3.469;-84.759;-18.026;75.077;81.290;207.3;36.22
TUBI;54;0;0;2.824;-0.7843;365.59;352.26;358.54;13.33;34.695;117.840;6.812;-35.966;42.779;media;17.52;-9.185;-54.545;6.473;54.890;61.017;207.3;26.48
TUBI;54;0;0;2.824;-0.7843;365.59;352.26;358.54;13.33;34.695;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-29.492;28.926;51.882;58.418;207.3;25.03
TUBI;55;0;0;2.955;-0.7843;364.00;351.21;357.23;12.79;34.694;117.840;6.812;-35.966;42.779;interna;16.00;-3.469;-83.765;-17.032;74.447;80.296;207.6;35.87
TUBI;55;0;0;2.955;-0.7843;364.00;351.21;357.23;12.79;34.694;117.840;6.812;-35.966;42.779;media;17.52;-9.144;-54.572;6.486;54.937;61.058;207.6;26.47
TUBI;55;0;0;2.955;-0.7843;364.00;351.21;357.23;12.79;34.694;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-30.378;28.041;51.694;58.419;207.6;24.91
TUBI;56;0;0;3.092;-0.7843;362.42;350.15;355.93;12.27;34.693;117.840;6.812;-35.966;42.779;interna;16.00;-3.469;-82.785;-16.052;73.833;79.316;207.8;35.53
TUBI;56;0;0;3.092;-0.7843;362.42;350.15;355.93;12.27;34.693;117.840;6.812;-35.966;42.779;media;17.52;-9.104;-54.600;6.500;54.984;61.099;207.8;26.46
TUBI;56;0;0;3.092;-0.7843;362.42;350.15;355.93;12.27;34.693;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-31.251;27.168;51.522;58.419;207.8;24.79
TUBI;57;0;0;3.234;-0.7843;360.85;349.11;354.64;11.75;34.692;117.840;6.812;-35.966;42.779;interna;16.00;-3.469;-81.812;-15.077;73.232;78.342;208.1;35.20
TUBI;57;0;0;3.234;-0.7843;360.85;349.11;354.64;11.75;34.692;117.840;6.812;-35.966;42.779;media;17.52;-9.064;-54.627;6.513;55.030;61.139;208.1;26.45
TUBI;57;0;0;3.234;-0.7843;360.85;349.11;354.64;11.75;34.692;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-32.119;26.300;51.365;58.420;208.1;24.69
TUBI;58;0;0;3.382;-0.7843;359.30;348.07;353.35;11.23;34.691;117.840;6.812;-35.966;42.779;interna;16.00;-3.469;-80.850;-14.115;72.645;77.381;208.3;34.87
TUBI;58;0;0;3.382;-0.7843;359.30;348.07;353.35;11.23;34.691;117.840;6.812;-35.966;42.779;media;17.52;-9.025;-54.653;6.526;55.076;61.179;208.3;26.44
TUBI;58;0;0;3.382;-0.7843;359.30;348.07;353.35;11.23;34.691;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-32.976;25.444;51.225;58.420;208.3;24.59
TUBI;59;0;0;3.536;-0.7843;357.75;347.03;352.08;10.72;34.690;117.840;6.812;-35.966;42.779;interna;16.00;-3.469;-79.905;-13.169;72.077;76.436;208.6;34.56
TUBI;59;0;0;3.536;-0.7843;357.75;347.03;352.08;10.72;34.690;117.840;6.812;-35.966;42.779;media;17.52;-8.986;-54.680;6.539;55.121;61.219;208.6;26.43
TUBI;59;0;0;3.536;-0.7843;357.75;347.03;352.08;10.72;34.690;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-33.819;24.602;51.100;58.421;208.6;24.50
TUBI;60;0;0;3.697;-0.7843;356.23;346.01;350.82;10.22;34.688;117.840;6.812;-35.966;42.779;interna;16.00;-3.469;-78.970;-12.234;71.523;75.502;208.8;34.25
TUBI;60;0;0;3.697;-0.7843;356.23;346.01;350.82;10.22;34.688;117.840;6.812;-35.966;42.779;media;17.52;-8.948;-54.706;6.552;55.166;61.258;208.8;26.42
TUBI;60;0;0;3.697;-0.7843;356.23;346.01;350.82;10.22;34.688;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-34.652;23.769;50.990;58.421;208.8;24.42
TUBI;61;0;0;3.864;-0.7843;354.72;344.99;349.58;9.73;34.687;117.840;6.812;-35.966;42.779;interna;16.00;-3.469;-78.055;-11.318;70.988;74.586;209.1;33.95
TUBI;61;0;0;3.864;-0.7843;354.72;344.99;349.58;9.73;34.687;117.840;6.812;-35.966;42.779;media;17.52;-8.910;-54.731;6.564;55.210;61.296;209.1;26.41
TUBI;61;0;0;3.864;-0.7843;354.72;344.99;349.58;9.73;34.687;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-35.468;22.954;50.896;58.422;209.1;24.34
TUBI;62;0;0;4.038;-0.7843;353.24;343.99;348.35;9.24;34.686;117.840;6.812;-35.966;42.779;interna;16.00;-3.469;-77.153;-10.415;70.468;73.684;209.3;33.66
TUBI;62;0;0;4.038;-0.7843;353.24;343.99;348.35;9.24;34.686;117.840;6.812;-35.966;42.779;media;17.52;-8.873;-54.757;6.577;55.253;61.333;209.3;26.40
TUBI;62;0;0;4.038;-0.7843;353.24;343.99;348.35;9.24;34.686;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-36.272;22.150;50.815;58.422;209.3;24.28
TUBI;63;0;0;4.219;-0.7843;351.78;343.00;347.14;8.77;34.685;117.840;6.812;-35.966;42.779;interna;16.00;-3.468;-76.272;-9.534;69.968;72.804;209.6;33.39
TUBI;63;0;0;4.219;-0.7843;351.78;343.00;347.14;8.77;34.685;117.840;6.812;-35.966;42.779;media;17.52;-8.837;-54.781;6.589;55.295;61.370;209.6;26.38
TUBI;63;0;0;4.219;-0.7843;351.78;343.00;347.14;8.77;34.685;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-37.058;21.365;50.749;58.423;209.6;24.22
TUBI;64;0;0;4.407;-0.7843;350.34;342.03;345.94;8.31;34.684;117.840;6.812;-35.966;42.779;interna;16.00;-3.468;-75.407;-8.668;69.485;71.939;209.8;33.12
TUBI;64;0;0;4.407;-0.7843;350.34;342.03;345.94;8.31;34.684;117.840;6.812;-35.966;42.779;media;17.52;-8.801;-54.805;6.601;55.337;61.406;209.8;26.37
TUBI;64;0;0;4.407;-0.7843;350.34;342.03;345.94;8.31;34.684;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-37.829;20.594;50.695;58.423;209.8;24.16
TUBI;65;0;0;4.604;-0.7843;348.93;341.07;344.77;7.85;34.682;117.840;6.812;-35.966;42.779;interna;16.00;-3.468;-74.565;-7.825;69.022;71.097;210.0;32.86
TUBI;65;0;0;4.604;-0.7843;348.93;341.07;344.77;7.85;34.682;117.840;6.812;-35.966;42.779;media;17.52;-8.767;-54.829;6.612;55.377;61.441;210.0;26.36
TUBI;65;0;0;4.604;-0.7843;348.93;341.07;344.77;7.85;34.682;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-38.580;19.844;50.654;58.424;210.0;24.12
TUBI;66;0;0;4.809;-0.7843;347.55;340.14;343.63;7.41;34.681;117.840;6.812;-35.966;42.779;interna;16.00;-3.468;-73.744;-7.003;68.577;70.276;210.3;32.61
TUBI;66;0;0;4.809;-0.7843;347.55;340.14;343.63;7.41;34.681;117.840;6.812;-35.966;42.779;media;17.52;-8.733;-54.852;6.623;55.417;61.476;210.3;26.35
TUBI;66;0;0;4.809;-0.7843;347.55;340.14;343.63;7.41;34.681;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-39.312;19.112;50.625;58.425;210.3;24.08
TUBI;67;0;0;5.022;-0.7843;346.20;339.22;342.51;6.98;34.680;117.840;6.812;-35.966;42.779;interna;16.00;-3.468;-72.942;-6.201;68.149;69.475;210.5;32.38
TUBI;67;0;0;5.022;-0.7843;346.20;339.22;342.51;6.98;34.680;117.840;6.812;-35.966;42.779;media;17.52;-8.700;-54.875;6.634;55.455;61.509;210.5;26.34
TUBI;67;0;0;5.022;-0.7843;346.20;339.22;342.51;6.98;34.680;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-40.027;18.398;50.607;58.425;210.5;24.04
TUBI;68;0;0;5.243;-0.7843;344.88;338.32;341.41;6.57;34.678;117.840;6.812;-35.966;42.779;interna;16.00;-3.468;-72.166;-5.424;67.741;68.698;210.7;32.15
TUBI;68;0;0;5.243;-0.7843;344.88;338.32;341.41;6.57;34.678;117.840;6.812;-35.966;42.779;media;17.52;-8.668;-54.897;6.645;55.493;61.542;210.7;26.34
TUBI;68;0;0;5.243;-0.7843;344.88;338.32;341.41;6.57;34.678;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-40.720;17.706;50.599;58.426;210.7;24.01
TUBI;69;0;0;5.474;-0.7843;343.62;337.46;340.36;6.16;34.677;117.840;6.812;-35.966;42.779;interna;16.00;-3.468;-71.412;-4.669;67.352;67.945;210.9;31.93
TUBI;69;0;0;5.474;-0.7843;343.62;337.46;340.36;6.16;34.677;117.840;6.812;-35.966;42.779;media;17.52;-8.637;-54.918;6.655;55.529;61.573;210.9;26.33
TUBI;69;0;0;5.474;-0.7843;343.62;337.46;340.36;6.16;34.677;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-41.392;17.034;50.600;58.427;210.9;23.99
TUBI;70;0;0;5.715;-0.7843;342.36;336.59;339.30;5.77;34.675;117.840;6.812;-35.966;42.779;interna;16.00;-3.468;-70.686;-3.942;66.982;67.218;211.1;31.72
TUBI;70;0;0;5.715;-0.7843;342.36;336.59;339.30;5.77;34.675;117.840;6.812;-35.966;42.779;media;17.52;-8.607;-54.939;6.665;55.565;61.604;211.1;26.32
TUBI;70;0;0;5.715;-0.7843;342.36;336.59;339.30;5.77;34.675;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-42.041;16.387;50.610;58.427;211.1;23.97
TUBI;71;0;0;5.965;-0.7843;341.14;335.74;338.28;5.39;34.674;117.840;6.812;-35.966;42.779;interna;16.00;-3.467;-69.983;-3.239;66.631;66.745;211.3;31.53
TUBI;71;0;0;5.965;-0.7843;341.14;335.74;338.28;5.39;34.674;117.840;6.812;-35.966;42.779;media;17.52;-8.579;-54.959;6.675;55.599;61.633;211.3;26.31
TUBI;71;0;0;5.965;-0.7843;341.14;335.74;338.28;5.39;34.674;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-42.667;15.761;50.628;58.428;211.3;23.96
TUBI;72;0;0;6.226;-0.7843;339.96;334.93;337.30;5.03;34.672;117.840;6.812;-35.966;42.779;interna;16.00;-3.467;-69.306;-2.561;66.297;66.746;211.5;31.34
TUBI;72;0;0;6.226;-0.7843;339.96;334.93;337.30;5.03;34.672;117.840;6.812;-35.966;42.779;media;17.52;-8.551;-54.978;6.684;55.632;61.662;211.5;26.30
TUBI;72;0;0;6.226;-0.7843;339.96;334.93;337.30;5.03;34.672;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-43.271;15.157;50.652;58.429;211.5;23.94
TUBI;73;0;0;6.498;-0.7843;338.82;334.14;336.35;4.68;34.671;117.840;6.812;-35.966;42.779;interna;16.00;-3.467;-68.655;-1.909;65.981;66.746;211.7;31.16
TUBI;73;0;0;6.498;-0.7843;338.82;334.14;336.35;4.68;34.671;117.840;6.812;-35.966;42.779;media;17.52;-8.524;-54.996;6.693;55.664;61.690;211.7;26.29
TUBI;73;0;0;6.498;-0.7843;338.82;334.14;336.35;4.68;34.671;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-43.853;14.577;50.682;58.430;211.7;23.94
TUBI;74;0;0;6.780;-0.7843;337.73;333.39;335.43;4.34;34.669;117.840;6.812;-35.966;42.779;interna;16.00;-3.467;-68.030;-1.283;65.683;66.747;211.9;31.00
TUBI;74;0;0;6.780;-0.7843;337.73;333.39;335.43;4.34;34.669;117.840;6.812;-35.966;42.779;media;17.52;-8.498;-55.014;6.702;55.694;61.716;211.9;26.28
TUBI;74;0;0;6.780;-0.7843;337.73;333.39;335.43;4.34;34.669;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-44.411;14.019;50.717;58.430;211.9;23.93
TUBI;75;0;0;7.075;-0.7843;336.69;332.67;334.56;4.02;34.667;117.840;6.812;-35.966;42.779;interna;16.00;-3.467;-67.432;-0.683;65.401;66.748;212.1;30.84
TUBI;75;0;0;7.075;-0.7843;336.69;332.67;334.56;4.02;34.667;117.840;6.812;-35.966;42.779;media;17.52;-8.474;-55.032;6.710;55.723;61.741;212.1;26.27
TUBI;75;0;0;7.075;-0.7843;336.69;332.67;334.56;4.02;34.667;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-44.946;13.486;50.757;58.431;212.1;23.93
TUBI;76;0;0;7.381;-0.7843;335.69;331.97;333.72;3.72;34.666;117.840;6.812;-35.966;42.779;interna;16.00;-3.467;-66.861;-0.111;65.137;66.749;212.3;30.69
TUBI;76;0;0;7.381;-0.7843;335.69;331.97;333.72;3.72;34.666;117.840;6.812;-35.966;42.779;media;17.52;-8.450;-55.048;6.718;55.751;61.766;212.3;26.27
TUBI;76;0;0;7.381;-0.7843;335.69;331.97;333.72;3.72;34.666;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-45.455;12.977;50.799;58.432;212.3;23.93
TUBI;77;0;0;7.701;-0.7843;334.74;331.31;332.92;3.42;34.664;117.840;6.812;-35.966;42.779;interna;16.00;-3.466;-66.316;0.435;64.888;66.750;212.4;30.55
TUBI;77;0;0;7.701;-0.7843;334.74;331.31;332.92;3.42;34.664;117.840;6.812;-35.966;42.779;media;17.52;-8.428;-55.064;6.725;55.778;61.789;212.4;26.26
TUBI;77;0;0;7.701;-0.7843;334.74;331.31;332.92;3.42;34.664;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-45.943;12.490;50.845;58.433;212.4;23.94
TUBI;78;0;0;8.033;-0.7843;333.83;330.68;332.17;3.14;34.662;117.840;6.812;-35.966;42.779;interna;16.00;-3.466;-65.798;0.953;64.655;66.752;212.6;30.42
TUBI;78;0;0;8.033;-0.7843;333.83;330.68;332.17;3.14;34.662;117.840;6.812;-35.966;42.779;media;17.52;-8.406;-55.079;6.732;55.804;61.811;212.6;26.25
TUBI;78;0;0;8.033;-0.7843;333.83;330.68;332.17;3.14;34.662;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-46.405;12.029;50.893;58.434;212.6;23.94
TUBI;79;0;0;8.379;-0.7843;332.97;330.09;331.45;2.88;34.660;117.840;6.812;-35.966;42.779;interna;16.00;-3.466;-65.307;1.446;64.437;66.753;212.7;30.29
TUBI;79;0;0;8.379;-0.7843;332.97;330.09;331.45;2.88;34.660;117.840;6.812;-35.966;42.779;media;17.52;-8.386;-55.093;6.739;55.828;61.832;212.7;26.25
TUBI;79;0;0;8.379;-0.7843;332.97;330.09;331.45;2.88;34.660;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-46.845;11.590;50.942;58.435;212.7;23.95
TUBI;80;0;0;8.740;-0.7843;332.16;329.53;330.77;2.63;34.658;117.840;6.812;-35.966;42.779;interna;16.00;-3.466;-64.843;1.911;64.234;66.754;212.8;30.18
TUBI;80;0;0;8.740;-0.7843;332.16;329.53;330.77;2.63;34.658;117.840;6.812;-35.966;42.779;media;17.52;-8.367;-55.107;6.745;55.851;61.853;212.8;26.24
TUBI;80;0;0;8.740;-0.7843;332.16;329.53;330.77;2.63;34.658;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-47.260;11.176;50.992;58.436;212.8;23.96
TUBI;81;0;0;9.115;-0.7843;331.39;329.00;330.12;2.39;34.656;117.840;6.812;-35.966;42.779;interna;16.00;-3.466;-64.404;2.351;64.045;66.755;213.0;30.07
TUBI;81;0;0;9.115;-0.7843;331.39;329.00;330.12;2.39;34.656;117.840;6.812;-35.966;42.779;media;17.52;-8.349;-55.120;6.751;55.873;61.872;213.0;26.23
TUBI;81;0;0;9.115;-0.7843;331.39;329.00;330.12;2.39;34.656;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-47.652;10.784;51.043;58.437;213.0;23.97
TUBI;82;0;0;9.506;-0.7843;330.67;328.50;329.52;2.17;34.654;117.840;6.812;-35.966;42.779;interna;16.00;-3.465;-63.992;2.764;63.870;66.756;213.1;29.97
TUBI;82;0;0;9.506;-0.7843;330.67;328.50;329.52;2.17;34.654;117.840;6.812;-35.966;42.779;media;17.52;-8.332;-55.133;6.757;55.894;61.890;213.1;26.23
TUBI;82;0;0;9.506;-0.7843;330.67;328.50;329.52;2.17;34.654;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-48.021;10.417;51.093;58.438;213.1;23.98
TUBI;83;0;0;9.913;-0.7843;329.99;328.03;328.96;1.96;34.652;117.840;6.812;-35.966;42.779;interna;16.00;-3.465;-63.606;3.151;63.707;66.757;213.2;29.88
TUBI;83;0;0;9.913;-0.7843;329.99;328.03;328.96;1.96;34.652;117.840;6.812;-35.966;42.779;media;17.52;-8.316;-55.144;6.762;55.914;61.907;213.2;26.22
TUBI;83;0;0;9.913;-0.7843;329.99;328.03;328.96;1.96;34.652;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-48.367;10.072;51.142;58.439;213.2;23.99
TUBI;84;0;0;10.337;-0.7843;329.36;327.59;328.43;1.77;34.650;117.840;6.812;-35.966;42.779;interna;16.00;-3.465;-63.245;3.513;63.558;66.759;213.3;29.80
TUBI;84;0;0;10.337;-0.7843;329.36;327.59;328.43;1.77;34.650;117.840;6.812;-35.966;42.779;media;17.52;-8.301;-55.155;6.767;55.932;61.923;213.3;26.22
TUBI;84;0;0;10.337;-0.7843;329.36;327.59;328.43;1.77;34.650;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-48.690;9.750;51.191;58.440;213.3;24.00
TUBI;85;0;0;10.778;-0.7843;328.78;327.19;327.94;1.59;34.647;117.840;6.812;-35.966;42.779;interna;16.00;-3.465;-62.909;3.851;63.420;66.760;213.4;29.72
TUBI;85;0;0;10.778;-0.7843;328.78;327.19;327.94;1.59;34.647;117.840;6.812;-35.966;42.779;media;17.52;-8.287;-55.166;6.772;55.949;61.938;213.4;26.22
TUBI;85;0;0;10.778;-0.7843;328.78;327.19;327.94;1.59;34.647;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-48.991;9.449;51.238;58.441;213.4;24.01
TUBI;86;0;0;11.238;-0.7843;328.23;326.81;327.48;1.42;34.645;117.840;6.812;-35.966;42.779;interna;16.00;-3.465;-62.597;4.164;63.293;66.761;213.5;29.64
TUBI;86;0;0;11.238;-0.7843;328.23;326.81;327.48;1.42;34.645;117.840;6.812;-35.966;42.779;media;17.52;-8.274;-55.175;6.776;55.965;61.952;213.5;26.21
TUBI;86;0;0;11.238;-0.7843;328.23;326.81;327.48;1.42;34.645;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-49.272;9.170;51.283;58.442;213.5;24.02
TUBI;87;0;0;11.716;-0.7843;327.73;326.46;327.06;1.27;34.643;117.840;6.812;-35.966;42.779;interna;16.00;-3.464;-62.309;4.454;63.177;66.763;213.6;29.58
TUBI;87;0;0;11.716;-0.7843;327.73;326.46;327.06;1.27;34.643;117.840;6.812;-35.966;42.779;media;17.52;-8.262;-55.185;6.780;55.980;61.965;213.6;26.21
TUBI;87;0;0;11.716;-0.7843;327.73;326.46;327.06;1.27;34.643;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-49.531;8.912;51.326;58.443;213.6;24.03
TUBI;88;0;0;12.214;-0.7843;327.26;326.14;326.67;1.12;34.640;117.840;6.812;-35.966;42.779;interna;16.00;-3.464;-62.043;4.721;63.071;66.764;213.7;29.52
TUBI;88;0;0;12.214;-0.7843;327.26;326.14;326.67;1.12;34.640;117.840;6.812;-35.966;42.779;media;17.52;-8.251;-55.193;6.784;55.994;61.977;213.7;26.21
TUBI;88;0;0;12.214;-0.7843;327.26;326.14;326.67;1.12;34.640;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-49.770;8.674;51.367;58.444;213.7;24.04
TUBI;89;0;0;12.733;-0.7843;326.84;325.85;326.31;0.99;34.638;117.840;6.812;-35.966;42.779;interna;16.00;-3.464;-61.799;4.966;62.975;66.766;213.7;29.46
TUBI;89;0;0;12.733;-0.7843;326.84;325.85;326.31;0.99;34.638;117.840;6.812;-35.966;42.779;media;17.52;-8.241;-55.201;6.787;56.007;61.988;213.7;26.20
TUBI;89;0;0;12.733;-0.7843;326.84;325.85;326.31;0.99;34.638;117.840;6.812;-35.966;42.779;esterna;19.05;-11.784;-49.990;8.456;51.406;58.445;213.7;24.05
TUBI;0;1;0;0.007;-0.6417;342.83;336.67;339.57;6.16;34.740;117.840;7.528;-35.254;42.782;interna;16.00;-3.474;-71.374;-3.952;67.662;67.900;211.1;32.05
TUBI;0;1;0;0.007;-0.6417;342.83;336.67;339.57;6.16;34.740;117.840;7.528;-35.254;42.782;media;17.52;-8.640;-54.885;7.371;55.994;62.256;211.1;26.53
TUBI;0;1;0;0.007;-0.6417;342.83;336.67;339.57;6.16;34.740;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-41.364;17.748;51.192;59.112;211.1;24.25
TUBI;1;1;0;0.022;-0.6417;342.81;336.66;339.55;6.15;34.725;117.840;7.528;-35.254;42.782;interna;16.00;-3.472;-71.371;-3.941;67.666;67.899;211.1;32.06
TUBI;1;1;0;0.022;-0.6417;342.81;336.66;339.55;6.15;34.725;117.840;7.528;-35.254;42.782;media;17.52;-8.639;-54.893;7.371;56.003;62.264;211.1;26.53
TUBI;1;1;0;0.022;-0.6417;342.81;336.66;339.55;6.15;34.725;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-41.381;17.738;51.199;59.119;211.1;24.25
TUBI;2;1;0;0.037;-0.6417;342.79;336.64;339.54;6.15;34.725;117.840;7.528;-35.254;42.782;interna;16.00;-3.472;-71.360;-3.929;67.660;67.888;211.1;32.05
TUBI;2;1;0;0.037;-0.6417;342.79;336.64;339.54;6.15;34.725;117.840;7.528;-35.254;42.782;media;17.52;-8.638;-54.894;7.371;56.003;62.265;211.1;26.53
TUBI;2;1;0;0.037;-0.6417;342.79;336.64;339.54;6.15;34.725;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-41.391;17.728;51.199;59.119;211.1;24.25
TUBI;3;1;0;0.053;-0.6417;342.77;336.63;339.52;6.14;34.724;117.840;7.528;-35.254;42.782;interna;16.00;-3.472;-71.348;-3.917;67.654;67.876;211.1;32.05
TUBI;3;1;0;0.053;-0.6417;342.77;336.63;339.52;6.14;34.724;117.840;7.528;-35.254;42.782;media;17.52;-8.638;-54.894;7.371;56.004;62.266;211.1;26.53
TUBI;3;1;0;0.053;-0.6417;342.77;336.63;339.52;6.14;34.724;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-41.402;17.717;51.199;59.119;211.1;24.25
TUBI;4;1;0;0.070;-0.6417;342.62;336.53;339.40;6.09;34.724;117.840;7.528;-35.254;42.782;interna;16.00;-3.472;-71.260;-3.829;67.610;67.787;211.1;32.02
TUBI;4;1;0;0.070;-0.6417;342.62;336.53;339.40;6.09;34.724;117.840;7.528;-35.254;42.782;media;17.52;-8.634;-54.897;7.372;56.009;62.269;211.1;26.53
TUBI;4;1;0;0.070;-0.6417;342.62;336.53;339.40;6.09;34.724;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-41.481;17.638;51.199;59.120;211.1;24.25
TUBI;5;1;0;0.087;-0.6417;342.50;336.44;339.30;6.06;34.723;117.840;7.528;-35.254;42.782;interna;16.00;-3.472;-71.188;-3.756;67.574;67.715;211.1;32.00
TUBI;5;1;0;0.087;-0.6417;342.50;336.44;339.30;6.06;34.723;117.840;7.528;-35.254;42.782;media;17.52;-8.631;-54.899;7.373;56.012;62.273;211.1;26.53
TUBI;5;1;0;0.087;-0.6417;342.50;336.44;339.30;6.06;34.723;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-41.546;17.574;51.200;59.120;211.1;24.25
TUBI;6;1;0;0.105;-0.6417;342.40;336.37;339.21;6.02;34.723;117.840;7.528;-35.254;42.782;interna;16.00;-3.472;-71.127;-3.695;67.543;67.654;211.2;31.99
TUBI;6;1;0;0.105;-0.6417;342.40;336.37;339.21;6.02;34.723;117.840;7.528;-35.254;42.782;media;17.52;-8.629;-54.901;7.374;56.015;62.275;211.2;26.53
