componente;i;j;classe;z_m;y_m;T_met_int_C;T_met_est_C;T_met_media_C;dT_spessore_K;p_int_bar;p_est_bar;sZ_membr_MPa;sZ_termico_MPa;sZ_pressione_MPa;punto;r_mm;sigma_R_MPa;sigma_theta_MPa;sigma_Z_MPa;sigma_VM_MPa;sigma_Tresca_MPa;Sy_MPa;utilizzo_pc
TUBI;32;1;0;0.953;-0.6417;400.25;375.13;386.96;25.11;34.710;117.840;7.528;-35.254;42.782;interna;16.00;-3.471;-106.717;-39.278;90.801;103.246;201.6;45.04
TUBI;32;1;0;0.953;-0.6417;400.25;375.13;386.96;25.11;34.710;117.840;7.528;-35.254;42.782;media;17.52;-10.085;-53.938;6.887;54.364;60.825;201.6;26.97
TUBI;32;1;0;0.953;-0.6417;400.25;375.13;386.96;25.11;34.710;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-9.928;49.198;60.076;60.982;201.6;29.80
TUBI;33;1;0;1.007;-0.6417;398.76;374.15;385.74;24.60;34.710;117.840;7.528;-35.254;42.782;interna;16.00;-3.471;-105.769;-38.330;90.078;102.298;201.9;44.63
TUBI;33;1;0;1.007;-0.6417;398.76;374.15;385.74;24.60;34.710;117.840;7.528;-35.254;42.782;media;17.52;-10.046;-53.964;6.900;54.408;60.864;201.9;26.95
TUBI;33;1;0;1.007;-0.6417;398.76;374.15;385.74;24.60;34.710;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-10.772;48.354;59.639;60.138;201.9;29.55
TUBI;34;1;0;1.063;-0.6417;397.25;373.16;384.51;24.09;34.709;117.840;7.528;-35.254;42.782;interna;16.00;-3.471;-104.807;-37.367;89.348;101.336;202.1;44.21
TUBI;34;1;0;1.063;-0.6417;397.25;373.16;384.51;24.09;34.709;117.840;7.528;-35.254;42.782;media;17.52;-10.007;-53.990;6.914;54.453;60.904;202.1;26.94
TUBI;34;1;0;1.063;-0.6417;397.25;373.16;384.51;24.09;34.709;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-11.629;47.497;59.204;59.281;202.1;29.29
TUBI;35;1;0;1.122;-0.6417;395.74;372.16;383.27;23.57;34.709;117.840;7.528;-35.254;42.782;interna;16.00;-3.471;-103.847;-36.407;88.623;100.376;202.3;43.80
TUBI;35;1;0;1.122;-0.6417;395.74;372.16;383.27;23.57;34.709;117.840;7.528;-35.254;42.782;media;17.52;-9.967;-54.017;6.927;54.497;60.944;202.3;26.93
TUBI;35;1;0;1.122;-0.6417;395.74;372.16;383.27;23.57;34.709;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-12.485;46.642;58.780;59.127;202.3;29.05
TUBI;36;1;0;1.182;-0.6417;394.20;371.15;382.01;23.05;34.708;117.840;7.528;-35.254;42.782;interna;16.00;-3.471;-102.872;-35.432;87.893;99.401;202.6;43.38
TUBI;36;1;0;1.182;-0.6417;394.20;371.15;382.01;23.05;34.708;117.840;7.528;-35.254;42.782;media;17.52;-9.927;-54.044;6.940;54.543;60.984;202.6;26.92
TUBI;36;1;0;1.182;-0.6417;394.20;371.15;382.01;23.05;34.708;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-13.353;45.774;58.358;59.127;202.6;28.81
TUBI;37;1;0;1.246;-0.6417;392.76;370.20;380.83;22.56;34.708;117.840;7.528;-35.254;42.782;interna;16.00;-3.471;-101.961;-34.520;87.214;98.490;202.8;43.00
TUBI;37;1;0;1.246;-0.6417;392.76;370.20;380.83;22.56;34.708;117.840;7.528;-35.254;42.782;media;17.52;-9.890;-54.069;6.952;54.585;61.021;202.8;26.91
TUBI;37;1;0;1.246;-0.6417;392.76;370.20;380.83;22.56;34.708;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-14.165;44.962;57.974;59.127;202.8;28.58
TUBI;38;1;0;1.311;-0.6417;391.20;369.17;379.55;22.03;34.707;117.840;7.528;-35.254;42.782;interna;16.00;-3.471;-100.974;-33.533;86.484;97.503;203.1;42.58
TUBI;38;1;0;1.311;-0.6417;391.20;369.17;379.55;22.03;34.707;117.840;7.528;-35.254;42.782;media;17.52;-9.850;-54.096;6.966;54.631;61.062;203.1;26.90
TUBI;38;1;0;1.311;-0.6417;391.20;369.17;379.55;22.03;34.707;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-15.044;44.083;57.567;59.128;203.1;28.35
TUBI;39;1;0;1.380;-0.6417;389.64;368.14;378.26;21.50;34.706;117.840;7.528;-35.254;42.782;interna;16.00;-3.471;-99.988;-32.547;85.759;96.517;203.3;42.17
TUBI;39;1;0;1.380;-0.6417;389.64;368.14;378.26;21.50;34.706;117.840;7.528;-35.254;42.782;media;17.52;-9.809;-54.123;6.979;54.677;61.103;203.3;26.89
TUBI;39;1;0;1.380;-0.6417;389.64;368.14;378.26;21.50;34.706;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-15.922;43.206;57.171;59.128;203.3;28.12
TUBI;40;1;0;1.452;-0.6417;388.05;367.09;376.96;20.97;34.706;117.840;7.528;-35.254;42.782;interna;16.00;-3.471;-98.990;-31.548;85.031;95.519;203.6;41.76
TUBI;40;1;0;1.452;-0.6417;388.05;367.09;376.96;20.97;34.706;117.840;7.528;-35.254;42.782;media;17.52;-9.768;-54.151;6.993;54.724;61.144;203.6;26.88
TUBI;40;1;0;1.452;-0.6417;388.05;367.09;376.96;20.97;34.706;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-16.812;42.316;56.781;59.128;203.6;27.89
TUBI;41;1;0;1.526;-0.6417;386.46;366.03;375.65;20.43;34.705;117.840;7.528;-35.254;42.782;interna;16.00;-3.471;-97.986;-30.544;84.305;94.516;203.9;41.35
TUBI;41;1;0;1.526;-0.6417;386.46;366.03;375.65;20.43;34.705;117.840;7.528;-35.254;42.782;media;17.52;-9.727;-54.179;7.007;54.770;61.185;203.9;26.87
TUBI;41;1;0;1.526;-0.6417;386.46;366.03;375.65;20.43;34.705;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-17.706;41.423;56.401;59.129;203.9;27.67
TUBI;42;1;0;1.603;-0.6417;384.86;364.97;374.33;19.89;34.704;117.840;7.528;-35.254;42.782;interna;16.00;-3.470;-96.985;-29.542;83.586;93.514;204.1;40.95
TUBI;42;1;0;1.603;-0.6417;384.86;364.97;374.33;19.89;34.704;117.840;7.528;-35.254;42.782;media;17.52;-9.686;-54.206;7.021;54.817;61.227;204.1;26.85
TUBI;42;1;0;1.603;-0.6417;384.86;364.97;374.33;19.89;34.704;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-18.598;40.531;56.033;59.129;204.1;27.45
TUBI;43;1;0;1.684;-0.6417;383.24;363.89;373.00;19.35;34.704;117.840;7.528;-35.254;42.782;interna;16.00;-3.470;-95.972;-28.530;82.865;92.502;204.4;40.54
TUBI;43;1;0;1.684;-0.6417;383.24;363.89;373.00;19.35;34.704;117.840;7.528;-35.254;42.782;media;17.52;-9.645;-54.234;7.034;54.865;61.269;204.4;26.84
TUBI;43;1;0;1.684;-0.6417;383.24;363.89;373.00;19.35;34.704;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-19.500;39.629;55.674;59.129;204.4;27.24
TUBI;44;1;0;1.768;-0.6417;381.61;362.81;371.67;18.80;34.703;117.840;7.528;-35.254;42.782;interna;16.00;-3.470;-94.957;-27.514;82.148;91.487;204.7;40.14
TUBI;44;1;0;1.768;-0.6417;381.61;362.81;371.67;18.80;34.703;117.840;7.528;-35.254;42.782;media;17.52;-9.603;-54.262;7.048;54.912;61.311;204.7;26.83
TUBI;44;1;0;1.768;-0.6417;381.61;362.81;371.67;18.80;34.703;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-20.405;38.725;55.325;59.130;204.7;27.03
TUBI;45;1;0;1.855;-0.6417;379.98;361.72;370.32;18.26;34.702;117.840;7.528;-35.254;42.782;interna;16.00;-3.470;-93.945;-26.501;81.439;90.474;204.9;39.74
TUBI;45;1;0;1.855;-0.6417;379.98;361.72;370.32;18.26;34.702;117.840;7.528;-35.254;42.782;media;17.52;-9.562;-54.290;7.062;54.960;61.352;204.9;26.82
TUBI;45;1;0;1.855;-0.6417;379.98;361.72;370.32;18.26;34.702;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-21.307;37.823;54.990;59.130;204.9;26.83
TUBI;46;1;0;1.947;-0.6417;378.34;360.63;368.97;17.71;34.702;117.840;7.528;-35.254;42.782;interna;16.00;-3.470;-92.924;-25.480;80.732;89.454;205.2;39.34
TUBI;46;1;0;1.947;-0.6417;378.34;360.63;368.97;17.71;34.702;117.840;7.528;-35.254;42.782;media;17.52;-9.520;-54.318;7.076;55.007;61.395;205.2;26.81
TUBI;46;1;0;1.947;-0.6417;378.34;360.63;368.97;17.71;34.702;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-22.216;36.914;54.666;59.130;205.2;26.64
TUBI;47;1;0;2.041;-0.6417;376.70;359.53;367.62;17.16;34.701;117.840;7.528;-35.254;42.782;interna;16.00;-3.470;-91.903;-24.458;80.030;88.433;205.5;38.95
TUBI;47;1;0;2.041;-0.6417;376.70;359.53;367.62;17.16;34.701;117.840;7.528;-35.254;42.782;media;17.52;-9.478;-54.347;7.090;55.055;61.437;205.5;26.79
TUBI;47;1;0;2.041;-0.6417;376.70;359.53;367.62;17.16;34.701;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-23.126;36.005;54.355;59.131;205.5;26.45
TUBI;48;1;0;2.140;-0.6417;375.05;358.43;366.26;16.61;34.700;117.840;7.528;-35.254;42.782;interna;16.00;-3.470;-90.882;-23.437;79.336;87.412;205.7;38.56
TUBI;48;1;0;2.140;-0.6417;375.05;358.43;366.26;16.61;34.700;117.840;7.528;-35.254;42.782;media;17.52;-9.436;-54.375;7.104;55.103;61.479;205.7;26.78
TUBI;48;1;0;2.140;-0.6417;375.05;358.43;366.26;16.61;34.700;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-24.036;35.095;54.057;59.131;205.7;26.27
TUBI;49;1;0;2.243;-0.6417;373.40;357.33;364.89;16.07;34.699;117.840;7.528;-35.254;42.782;interna;16.00;-3.470;-89.866;-22.421;78.652;86.396;206.0;38.18
TUBI;49;1;0;2.243;-0.6417;373.40;357.33;364.89;16.07;34.699;117.840;7.528;-35.254;42.782;media;17.52;-9.394;-54.403;7.118;55.151;61.521;206.0;26.77
TUBI;49;1;0;2.243;-0.6417;373.40;357.33;364.89;16.07;34.699;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-24.941;34.191;53.774;59.131;206.0;26.10
TUBI;50;1;0;2.350;-0.6417;371.74;356.22;363.53;15.52;34.698;117.840;7.528;-35.254;42.782;interna;16.00;-3.470;-88.847;-21.401;77.974;85.378;206.3;37.80
TUBI;50;1;0;2.350;-0.6417;371.74;356.22;363.53;15.52;34.698;117.840;7.528;-35.254;42.782;media;17.52;-9.353;-54.431;7.132;55.199;61.563;206.3;26.76
TUBI;50;1;0;2.350;-0.6417;371.74;356.22;363.53;15.52;34.698;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-25.849;33.283;53.504;59.132;206.3;25.94
TUBI;51;1;0;2.461;-0.6417;370.09;355.11;362.17;14.98;34.697;117.840;7.528;-35.254;42.782;interna;16.00;-3.470;-87.831;-20.385;77.305;84.362;206.6;37.42
TUBI;51;1;0;2.461;-0.6417;370.09;355.11;362.17;14.98;34.697;117.840;7.528;-35.254;42.782;media;17.52;-9.311;-54.459;7.146;55.247;61.605;206.6;26.75
TUBI;51;1;0;2.461;-0.6417;370.09;355.11;362.17;14.98;34.697;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-26.754;32.378;53.249;59.132;206.6;25.78
TUBI;52;1;0;2.578;-0.6417;368.44;354.01;360.80;14.43;34.697;117.840;7.528;-35.254;42.782;interna;16.00;-3.470;-86.820;-19.373;76.646;83.350;206.8;37.06
TUBI;52;1;0;2.578;-0.6417;368.44;354.01;360.80;14.43;34.697;117.840;7.528;-35.254;42.782;media;17.52;-9.269;-54.487;7.160;55.295;61.647;206.8;26.73
TUBI;52;1;0;2.578;-0.6417;368.44;354.01;360.80;14.43;34.697;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-27.656;31.477;53.010;59.133;206.8;25.63
TUBI;53;1;0;2.698;-0.6417;366.80;352.90;359.45;13.90;34.696;117.840;7.528;-35.254;42.782;interna;16.00;-3.470;-85.818;-18.370;76.001;82.348;207.1;36.70
TUBI;53;1;0;2.698;-0.6417;366.80;352.90;359.45;13.90;34.696;117.840;7.528;-35.254;42.782;media;17.52;-9.228;-54.515;7.173;55.342;61.689;207.1;26.72
TUBI;53;1;0;2.698;-0.6417;366.80;352.90;359.45;13.90;34.696;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-28.549;30.584;52.787;59.133;207.1;25.49
TUBI;54;1;0;2.824;-0.6417;365.16;351.80;358.09;13.36;34.695;117.840;7.528;-35.254;42.782;interna;16.00;-3.469;-84.817;-17.369;75.365;81.348;207.4;36.34
TUBI;54;1;0;2.824;-0.6417;365.16;351.80;358.09;13.36;34.695;117.840;7.528;-35.254;42.782;media;17.52;-9.187;-54.543;7.187;55.389;61.730;207.4;26.71
TUBI;54;1;0;2.824;-0.6417;365.16;351.80;358.09;13.36;34.695;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-29.440;29.693;52.578;59.134;207.4;25.35
TUBI;55;1;0;2.955;-0.6417;363.53;350.70;356.74;12.83;34.694;117.840;7.528;-35.254;42.782;interna;16.00;-3.469;-83.824;-16.376;74.742;80.355;207.7;35.99
TUBI;55;1;0;2.955;-0.6417;363.53;350.70;356.74;12.83;34.694;117.840;7.528;-35.254;42.782;media;17.52;-9.147;-54.571;7.201;55.436;61.771;207.7;26.70
TUBI;55;1;0;2.955;-0.6417;363.53;350.70;356.74;12.83;34.694;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-30.325;28.809;52.385;59.134;207.7;25.23
TUBI;56;1;0;3.092;-0.6417;361.91;349.61;355.41;12.30;34.693;117.840;7.528;-35.254;42.782;interna;16.00;-3.469;-82.845;-15.396;74.135;79.376;207.9;35.66
TUBI;56;1;0;3.092;-0.6417;361.91;349.61;355.41;12.30;34.693;117.840;7.528;-35.254;42.782;media;17.52;-9.106;-54.598;7.214;55.482;61.812;207.9;26.68
TUBI;56;1;0;3.092;-0.6417;361.91;349.61;355.41;12.30;34.693;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-31.198;27.936;52.209;59.134;207.9;25.11
TUBI;57;1;0;3.234;-0.6417;360.31;348.53;354.08;11.78;34.692;117.840;7.528;-35.254;42.782;interna;16.00;-3.469;-81.871;-14.421;73.540;78.402;208.2;35.32
TUBI;57;1;0;3.234;-0.6417;360.31;348.53;354.08;11.78;34.692;117.840;7.528;-35.254;42.782;media;17.52;-9.066;-54.625;7.227;55.528;61.852;208.2;26.67
TUBI;57;1;0;3.234;-0.6417;360.31;348.53;354.08;11.78;34.692;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-32.066;27.069;52.047;59.135;208.2;25.00
TUBI;58;1;0;3.382;-0.6417;358.72;347.46;352.76;11.26;34.691;117.840;7.528;-35.254;42.782;interna;16.00;-3.469;-80.909;-13.458;72.960;77.440;208.4;35.00
TUBI;58;1;0;3.382;-0.6417;358.72;347.46;352.76;11.26;34.691;117.840;7.528;-35.254;42.782;media;17.52;-9.027;-54.652;7.241;55.574;61.892;208.4;26.66
TUBI;58;1;0;3.382;-0.6417;358.72;347.46;352.76;11.26;34.691;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-32.924;26.211;51.902;59.135;208.4;24.90
TUBI;59;1;0;3.536;-0.6417;357.17;346.41;351.48;10.75;34.690;117.840;7.528;-35.254;42.782;interna;16.00;-3.469;-79.962;-12.511;72.397;76.493;208.7;34.69
TUBI;59;1;0;3.536;-0.6417;357.17;346.41;351.48;10.75;34.690;117.840;7.528;-35.254;42.782;media;17.52;-8.988;-54.678;7.254;55.619;61.932;208.7;26.65
TUBI;59;1;0;3.536;-0.6417;357.17;346.41;351.48;10.75;34.690;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-33.768;25.368;51.772;59.136;208.7;24.81
TUBI;60;1;0;3.697;-0.6417;355.60;345.35;350.18;10.25;34.688;117.840;7.528;-35.254;42.782;interna;16.00;-3.469;-79.027;-11.575;71.849;75.558;209.0;34.38
TUBI;60;1;0;3.697;-0.6417;355.60;345.35;350.18;10.25;34.688;117.840;7.528;-35.254;42.782;media;17.52;-8.950;-54.704;7.266;55.663;61.971;209.0;26.64
TUBI;60;1;0;3.697;-0.6417;355.60;345.35;350.18;10.25;34.688;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-34.601;24.535;51.657;59.137;209.0;24.72
TUBI;61;1;0;3.864;-0.6417;354.06;344.31;348.90;9.76;34.687;117.840;7.528;-35.254;42.782;interna;16.00;-3.469;-78.108;-10.655;71.318;74.639;209.2;34.09
TUBI;61;1;0;3.864;-0.6417;354.06;344.31;348.90;9.76;34.687;117.840;7.528;-35.254;42.782;media;17.52;-8.912;-54.730;7.279;55.707;62.009;209.2;26.63
TUBI;61;1;0;3.864;-0.6417;354.06;344.31;348.90;9.76;34.687;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-35.421;23.716;51.557;59.137;209.2;24.64
TUBI;62;1;0;4.038;-0.6417;352.55;343.28;347.65;9.27;34.686;117.840;7.528;-35.254;42.782;interna;16.00;-3.469;-77.208;-9.755;70.806;73.739;209.5;33.80
TUBI;62;1;0;4.038;-0.6417;352.55;343.28;347.65;9.27;34.686;117.840;7.528;-35.254;42.782;media;17.52;-8.875;-54.755;7.291;55.750;62.046;209.5;26.61
TUBI;62;1;0;4.038;-0.6417;352.55;343.28;347.65;9.27;34.686;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-36.223;22.914;51.471;59.138;209.5;24.57
TUBI;63;1;0;4.219;-0.6417;351.07;342.27;346.42;8.80;34.685;117.840;7.528;-35.254;42.782;interna;16.00;-3.468;-76.322;-8.868;70.309;72.854;209.7;33.53
TUBI;63;1;0;4.219;-0.6417;351.07;342.27;346.42;8.80;34.685;117.840;7.528;-35.254;42.782;media;17.52;-8.839;-54.780;7.303;55.792;62.083;209.7;26.60
TUBI;63;1;0;4.219;-0.6417;351.07;342.27;346.42;8.80;34.685;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-37.013;22.125;51.399;59.138;209.7;24.51
TUBI;64;1;0;4.407;-0.6417;349.62;341.28;345.21;8.33;34.684;117.840;7.528;-35.254;42.782;interna;16.00;-3.468;-75.458;-8.003;69.832;71.989;210.0;33.26
TUBI;64;1;0;4.407;-0.6417;349.62;341.28;345.21;8.33;34.684;117.840;7.528;-35.254;42.782;media;17.52;-8.803;-54.804;7.315;55.833;62.119;210.0;26.59
TUBI;64;1;0;4.407;-0.6417;349.62;341.28;345.21;8.33;34.684;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-37.784;21.355;51.340;59.139;210.0;24.45
TUBI;65;1;0;4.604;-0.6417;348.20;340.32;344.03;7.88;34.682;117.840;7.528;-35.254;42.782;interna;16.00;-3.468;-74.613;-7.158;69.374;71.145;210.2;33.00
TUBI;65;1;0;4.604;-0.6417;348.20;340.32;344.03;7.88;34.682;117.840;7.528;-35.254;42.782;media;17.52;-8.769;-54.828;7.327;55.874;62.155;210.2;26.58
TUBI;65;1;0;4.604;-0.6417;348.20;340.32;344.03;7.88;34.682;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-38.537;20.602;51.294;59.139;210.2;24.40
TUBI;66;1;0;4.809;-0.6417;346.81;339.38;342.88;7.44;34.681;117.840;7.528;-35.254;42.782;interna;16.00;-3.468;-73.786;-6.330;68.932;70.318;210.4;32.76
TUBI;66;1;0;4.809;-0.6417;346.81;339.38;342.88;7.44;34.681;117.840;7.528;-35.254;42.782;media;17.52;-8.735;-54.851;7.338;55.913;62.189;210.4;26.57
TUBI;66;1;0;4.809;-0.6417;346.81;339.38;342.88;7.44;34.681;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-39.275;19.865;51.259;59.140;210.4;24.36
TUBI;67;1;0;5.022;-0.6417;345.47;338.46;341.76;7.01;34.680;117.840;7.528;-35.254;42.782;interna;16.00;-3.468;-72.983;-5.527;68.509;69.515;210.6;32.52
TUBI;67;1;0;5.022;-0.6417;345.47;338.46;341.76;7.01;34.680;117.840;7.528;-35.254;42.782;media;17.52;-8.702;-54.874;7.349;55.952;62.223;210.6;26.56
TUBI;67;1;0;5.022;-0.6417;345.47;338.46;341.76;7.01;34.680;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-39.991;19.150;51.236;59.141;210.6;24.32
TUBI;68;1;0;5.243;-0.6417;344.16;337.57;340.67;6.59;34.678;117.840;7.528;-35.254;42.782;interna;16.00;-3.468;-72.203;-4.746;68.106;68.736;210.9;32.30
TUBI;68;1;0;5.243;-0.6417;344.16;337.57;340.67;6.59;34.678;117.840;7.528;-35.254;42.782;media;17.52;-8.670;-54.896;7.360;55.989;62.256;210.9;26.55
TUBI;68;1;0;5.243;-0.6417;344.16;337.57;340.67;6.59;34.678;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-40.686;18.455;51.222;59.141;210.9;24.29
TUBI;69;1;0;5.474;-0.6417;342.89;336.71;339.62;6.18;34.677;117.840;7.528;-35.254;42.782;interna;16.00;-3.468;-71.447;-3.988;67.720;67.979;211.1;32.08
TUBI;69;1;0;5.474;-0.6417;342.89;336.71;339.62;6.18;34.677;117.840;7.528;-35.254;42.782;media;17.52;-8.639;-54.917;7.370;56.025;62.287;211.1;26.54
TUBI;69;1;0;5.474;-0.6417;342.89;336.71;339.62;6.18;34.677;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-41.362;17.781;51.219;59.142;211.1;24.27
TUBI;70;1;0;5.715;-0.6417;341.66;335.87;338.60;5.79;34.675;117.840;7.528;-35.254;42.782;interna;16.00;-3.468;-70.714;-3.255;67.353;67.459;211.3;31.88
TUBI;70;1;0;5.715;-0.6417;341.66;335.87;338.60;5.79;34.675;117.840;7.528;-35.254;42.782;media;17.52;-8.609;-54.938;7.380;56.061;62.318;211.3;26.53
TUBI;70;1;0;5.715;-0.6417;341.66;335.87;338.60;5.79;34.675;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-42.015;17.128;51.223;59.143;211.3;24.24
TUBI;71;1;0;5.965;-0.6417;340.47;335.07;337.61;5.41;34.674;117.840;7.528;-35.254;42.782;interna;16.00;-3.467;-70.007;-2.547;67.004;67.460;211.5;31.68
TUBI;71;1;0;5.965;-0.6417;340.47;335.07;337.61;5.41;34.674;117.840;7.528;-35.254;42.782;media;17.52;-8.580;-54.958;7.390;56.095;62.348;211.5;26.53
TUBI;71;1;0;5.965;-0.6417;340.47;335.07;337.61;5.41;34.674;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-42.647;16.497;51.236;59.143;211.5;24.23
TUBI;72;1;0;6.226;-0.6417;339.33;334.29;336.66;5.04;34.672;117.840;7.528;-35.254;42.782;interna;16.00;-3.467;-69.325;-1.864;66.674;67.461;211.7;31.50
TUBI;72;1;0;6.226;-0.6417;339.33;334.29;336.66;5.04;34.672;117.840;7.528;-35.254;42.782;media;17.52;-8.552;-54.977;7.399;56.128;62.377;211.7;26.52
TUBI;72;1;0;6.226;-0.6417;339.33;334.29;336.66;5.04;34.672;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-43.255;15.889;51.256;59.144;211.7;24.22
TUBI;73;1;0;6.498;-0.6417;338.23;333.54;335.75;4.69;34.671;117.840;7.528;-35.254;42.782;interna;16.00;-3.467;-68.669;-1.207;66.361;67.462;211.8;31.32
TUBI;73;1;0;6.498;-0.6417;338.23;333.54;335.75;4.69;34.671;117.840;7.528;-35.254;42.782;media;17.52;-8.525;-54.996;7.408;56.159;62.404;211.8;26.51
TUBI;73;1;0;6.498;-0.6417;338.23;333.54;335.75;4.69;34.671;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-43.841;15.304;51.281;59.145;211.8;24.21
TUBI;74;1;0;6.780;-0.6417;337.18;332.83;334.88;4.35;34.669;117.840;7.528;-35.254;42.782;interna;16.00;-3.467;-68.039;-0.576;66.065;67.463;212.0;31.16
TUBI;74;1;0;6.780;-0.6417;337.18;332.83;334.88;4.35;34.669;117.840;7.528;-35.254;42.782;media;17.52;-8.499;-55.014;7.417;56.190;62.431;212.0;26.50
TUBI;74;1;0;6.780;-0.6417;337.18;332.83;334.88;4.35;34.669;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-44.403;14.743;51.312;59.146;212.0;24.20
TUBI;75;1;0;7.075;-0.6417;336.17;332.14;334.04;4.03;34.667;117.840;7.528;-35.254;42.782;interna;16.00;-3.467;-67.436;0.027;65.786;67.464;212.2;31.00
TUBI;75;1;0;7.075;-0.6417;336.17;332.14;334.04;4.03;34.667;117.840;7.528;-35.254;42.782;media;17.52;-8.474;-55.031;7.425;56.219;62.457;212.2;26.49
TUBI;75;1;0;7.075;-0.6417;336.17;332.14;334.04;4.03;34.667;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-44.941;14.205;51.348;59.147;212.2;24.20
TUBI;76;1;0;7.381;-0.6417;335.21;331.49;333.24;3.72;34.666;117.840;7.528;-35.254;42.782;interna;16.00;-3.467;-66.862;0.603;65.525;67.465;212.4;30.86
TUBI;76;1;0;7.381;-0.6417;335.21;331.49;333.24;3.72;34.666;117.840;7.528;-35.254;42.782;media;17.52;-8.450;-55.048;7.433;56.247;62.481;212.4;26.49
TUBI;76;1;0;7.381;-0.6417;335.21;331.49;333.24;3.72;34.666;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-45.454;13.693;51.387;59.147;212.4;24.20
TUBI;77;1;0;7.701;-0.6417;334.29;330.87;332.48;3.42;34.664;117.840;7.528;-35.254;42.782;interna;16.00;-3.466;-66.314;1.152;65.279;67.466;212.5;30.72
TUBI;77;1;0;7.701;-0.6417;334.29;330.87;332.48;3.42;34.664;117.840;7.528;-35.254;42.782;media;17.52;-8.428;-55.064;7.441;56.274;62.505;212.5;26.48
TUBI;77;1;0;7.701;-0.6417;334.29;330.87;332.48;3.42;34.664;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-45.944;13.204;51.429;59.148;212.5;24.20
TUBI;78;1;0;8.033;-0.6417;333.42;330.28;331.76;3.14;34.662;117.840;7.528;-35.254;42.782;interna;16.00;-3.466;-65.793;1.674;65.050;67.467;212.6;30.59
TUBI;78;1;0;8.033;-0.6417;333.42;330.28;331.76;3.14;34.662;117.840;7.528;-35.254;42.782;media;17.52;-8.406;-55.079;7.448;56.300;62.527;212.6;26.48
TUBI;78;1;0;8.033;-0.6417;333.42;330.28;331.76;3.14;34.662;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-46.409;12.740;51.473;59.149;212.6;24.21
TUBI;79;1;0;8.379;-0.6417;332.60;329.72;331.08;2.88;34.660;117.840;7.528;-35.254;42.782;interna;16.00;-3.466;-65.299;2.169;64.835;67.468;212.8;30.47
TUBI;79;1;0;8.379;-0.6417;332.60;329.72;331.08;2.88;34.660;117.840;7.528;-35.254;42.782;media;17.52;-8.386;-55.094;7.454;56.324;62.548;212.8;26.47
TUBI;79;1;0;8.379;-0.6417;332.60;329.72;331.08;2.88;34.660;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-46.851;12.299;51.519;59.150;212.8;24.21
TUBI;80;1;0;8.740;-0.6417;331.82;329.20;330.43;2.63;34.658;117.840;7.528;-35.254;42.782;interna;16.00;-3.466;-64.833;2.636;64.635;67.469;212.9;30.36
